cik,family,tag,as_of,period_end,days_stale
1222333,net_income,ProfitLoss,2018-05-02,2014-09-30,1310
1222333,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-05-02,2014-12-31,1218
1276187,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2021-05-06,2020-09-30,218
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2022-07-26,2021-12-31,207
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2022-08-03,2021-12-31,215
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2022-08-04,2021-12-31,216
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2022-10-26,2021-12-31,299
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2022-11-01,2021-12-31,305
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2022-11-03,2021-12-31,307
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2022-11-14,2021-12-31,318
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2022-12-02,2021-12-31,336
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2022-12-07,2021-12-31,341
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2022-12-14,2021-12-31,348
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2022-12-28,2021-12-31,362
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2023-01-25,2021-12-31,390
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2023-02-15,2021-12-31,411
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2023-07-25,2022-12-31,206
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2023-08-02,2022-12-31,214
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2023-08-03,2022-12-31,215
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2023-08-16,2022-12-31,228
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2023-08-21,2022-12-31,233
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2023-10-11,2022-12-31,284
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2023-10-13,2022-12-31,286
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2023-10-20,2022-12-31,293
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2023-10-27,2022-12-31,300
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2023-11-01,2022-12-31,305
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2023-11-02,2022-12-31,306
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2023-11-06,2022-12-31,310
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2024-01-10,2022-12-31,375
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2024-01-11,2022-12-31,376
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2024-01-25,2022-12-31,390
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2024-01-26,2022-12-31,391
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2024-02-14,2022-12-31,410
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2024-07-25,2023-12-31,207
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2024-08-07,2023-12-31,220
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2024-08-08,2023-12-31,221
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2024-08-12,2023-12-31,225
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2024-08-13,2023-12-31,226
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2024-10-28,2023-12-31,302
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2024-11-06,2023-12-31,311
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2024-11-07,2023-12-31,312
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2024-12-06,2023-12-31,341
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2025-01-27,2023-12-31,393
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2025-02-11,2023-12-31,408
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2025-07-24,2024-12-31,205
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2025-08-06,2024-12-31,218
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2026-07-21,2025-12-31,202
1276187,cash,CashAndCashEquivalentsAtCarryingValue,2026-08-04,2025-12-31,216
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-07,2013-05-31,1133
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-01,2013-05-31,1158
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-09-07,2013-05-31,1195
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-09-15,2013-05-31,1203
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-09-19,2013-05-31,1207
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-22,2013-05-31,1271
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-12-15,2013-05-31,1294
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-12-19,2013-05-31,1298
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-03-15,2013-05-31,1384
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-03-17,2013-05-31,1386
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-06-21,2013-05-31,1482
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-06-27,2013-05-31,1488
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-07-28,2013-05-31,1519
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-09-05,2013-05-31,1558
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-09-14,2013-05-31,1567
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-09-18,2013-05-31,1571
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-11-09,2013-05-31,1623
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-11-17,2013-05-31,1631
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-12-14,2013-05-31,1658
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-12-18,2013-05-31,1662
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-02-02,2013-05-31,1708
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-03-19,2013-05-31,1753
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-03-21,2013-05-31,1755
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-05-11,2013-05-31,1806
1341439,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-06-19,2013-05-31,1845
1358071,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-04-30,2018-09-30,212
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-14,2013-09-30,1018
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-22,2013-09-30,1026
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-08-08,2013-09-30,1043
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-18,2013-09-30,1114
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-11-08,2013-09-30,1135
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-13,2013-09-30,1201
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-28,2013-09-30,1247
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-03-21,2013-09-30,1268
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-03-22,2013-09-30,1269
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-03-28,2013-09-30,1275
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-11,2013-09-30,1289
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-19,2013-09-30,1297
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-09,2013-09-30,1317
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-25,2013-09-30,1333
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-05-26,2013-09-30,1334
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-06-21,2013-09-30,1360
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-07-17,2013-09-30,1386
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-08-08,2013-09-30,1408
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-10-11,2013-09-30,1472
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-11-08,2013-09-30,1500
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-01-12,2013-09-30,1565
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-02-28,2013-09-30,1612
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-03-15,2013-09-30,1627
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-03-22,2013-09-30,1634
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-04-06,2013-09-30,1649
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-04-12,2013-09-30,1655
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-05-09,2013-09-30,1682
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-05-24,2013-09-30,1697
1364742,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-07-16,2013-09-30,1750
1373835,eps_diluted,EarningsPerShareBasicAndDiluted,2017-01-19,2016-06-30,203
1373835,eps_diluted,EarningsPerShareBasicAndDiluted,2017-02-16,2016-06-30,231
1373835,eps_diluted,EarningsPerShareBasicAndDiluted,2017-02-17,2016-06-30,232
1373835,eps_diluted,EarningsPerShareBasicAndDiluted,2017-02-23,2016-06-30,238
1467858,net_income,NetIncomeLoss,2016-07-21,2015-12-31,203
1467858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-21,2013-06-30,1117
1467858,net_income,NetIncomeLoss,2016-10-25,2015-12-31,299
1467858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-25,2013-06-30,1213
1467858,net_income,NetIncomeLoss,2016-12-19,2015-12-31,354
1467858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-12-19,2013-06-30,1268
1467858,net_income,NetIncomeLoss,2017-01-10,2015-12-31,376
1467858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-01-10,2013-06-30,1290
1467858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-07,2013-06-30,1318
1467858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-03-06,2013-06-30,1345
1467858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-03-28,2013-06-30,1367
1467858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-28,2013-06-30,1398
1467858,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-06-12,2013-06-30,1443
1506307,eps_diluted,EarningsPerShareDiluted,2018-07-20,2017-12-31,201
1506307,eps_diluted,EarningsPerShareDiluted,2018-08-14,2017-12-31,226
1506307,eps_diluted,EarningsPerShareDiluted,2018-08-31,2017-12-31,243
1506307,eps_diluted,EarningsPerShareDiluted,2018-09-06,2017-12-31,249
1506307,eps_diluted,EarningsPerShareDiluted,2018-10-17,2017-12-31,290
1506307,eps_diluted,EarningsPerShareDiluted,2018-10-19,2017-12-31,292
1506307,eps_diluted,EarningsPerShareDiluted,2018-10-23,2017-12-31,296
1506307,eps_diluted,EarningsPerShareDiluted,2018-11-08,2017-12-31,312
1506307,eps_diluted,EarningsPerShareDiluted,2018-11-21,2017-12-31,325
1506307,eps_diluted,EarningsPerShareDiluted,2018-12-03,2017-12-31,337
1506307,eps_diluted,EarningsPerShareDiluted,2019-01-16,2017-12-31,381
1506307,eps_diluted,EarningsPerShareDiluted,2019-01-18,2017-12-31,383
1506307,eps_diluted,EarningsPerShareDiluted,2019-01-22,2017-12-31,387
1506307,eps_diluted,EarningsPerShareDiluted,2019-02-08,2017-12-31,404
1506307,eps_diluted,EarningsPerShareDiluted,2019-02-11,2017-12-31,407
1506307,eps_diluted,EarningsPerShareDiluted,2019-03-01,2017-12-31,425
1506307,eps_diluted,EarningsPerShareDiluted,2019-04-17,2017-12-31,472
1506307,eps_diluted,EarningsPerShareDiluted,2019-04-23,2017-12-31,478
1506307,eps_diluted,EarningsPerShareDiluted,2019-04-26,2017-12-31,481
1506307,eps_diluted,EarningsPerShareDiluted,2019-05-10,2017-12-31,495
1506307,eps_diluted,EarningsPerShareDiluted,2019-05-13,2017-12-31,498
1506307,eps_diluted,EarningsPerShareDiluted,2019-05-28,2017-12-31,513
1506307,eps_diluted,EarningsPerShareDiluted,2019-07-17,2017-12-31,563
1506307,eps_diluted,EarningsPerShareDiluted,2019-07-19,2017-12-31,565
1506307,eps_diluted,EarningsPerShareDiluted,2019-08-09,2017-12-31,586
1506307,eps_diluted,EarningsPerShareDiluted,2019-08-21,2017-12-31,598
1506307,eps_diluted,EarningsPerShareDiluted,2019-08-30,2017-12-31,607
1506307,eps_diluted,EarningsPerShareDiluted,2019-09-12,2017-12-31,620
1506307,eps_diluted,EarningsPerShareDiluted,2019-10-16,2017-12-31,654
1506307,eps_diluted,EarningsPerShareDiluted,2019-10-21,2017-12-31,659
1506307,eps_diluted,EarningsPerShareDiluted,2019-11-12,2017-12-31,681
1506307,eps_diluted,EarningsPerShareDiluted,2019-12-09,2017-12-31,708
1506307,eps_diluted,EarningsPerShareDiluted,2019-12-16,2017-12-31,715
1506307,eps_diluted,EarningsPerShareDiluted,2020-01-22,2017-12-31,752
1506307,eps_diluted,EarningsPerShareDiluted,2020-01-27,2017-12-31,757
1506307,eps_diluted,EarningsPerShareDiluted,2020-02-12,2017-12-31,773
1506307,eps_diluted,EarningsPerShareDiluted,2020-02-25,2017-12-31,786
1506307,eps_diluted,EarningsPerShareDiluted,2020-03-02,2017-12-31,792
1506307,eps_diluted,EarningsPerShareDiluted,2020-04-22,2017-12-31,843
1506307,eps_diluted,EarningsPerShareDiluted,2020-04-29,2017-12-31,850
1506307,eps_diluted,EarningsPerShareDiluted,2020-05-08,2017-12-31,859
1506307,eps_diluted,EarningsPerShareDiluted,2020-05-18,2017-12-31,869
1506307,eps_diluted,EarningsPerShareDiluted,2020-07-22,2017-12-31,934
1506307,eps_diluted,EarningsPerShareDiluted,2020-07-27,2017-12-31,939
1506307,eps_diluted,EarningsPerShareDiluted,2020-07-31,2017-12-31,943
1506307,eps_diluted,EarningsPerShareDiluted,2020-08-07,2017-12-31,950
1506307,eps_diluted,EarningsPerShareDiluted,2020-09-01,2017-12-31,975
1506307,eps_diluted,EarningsPerShareDiluted,2020-10-21,2017-12-31,1025
1506307,eps_diluted,EarningsPerShareDiluted,2020-10-23,2017-12-31,1027
1506307,eps_diluted,EarningsPerShareDiluted,2020-11-09,2017-12-31,1044
1506307,eps_diluted,EarningsPerShareDiluted,2020-12-07,2017-12-31,1072
1506307,eps_diluted,EarningsPerShareDiluted,2020-12-14,2017-12-31,1079
1506307,eps_diluted,EarningsPerShareDiluted,2021-01-20,2017-12-31,1116
1506307,eps_diluted,EarningsPerShareDiluted,2021-01-21,2017-12-31,1117
1506307,eps_diluted,EarningsPerShareDiluted,2021-01-26,2017-12-31,1122
1506307,eps_diluted,EarningsPerShareDiluted,2021-02-05,2017-12-31,1132
1506307,eps_diluted,EarningsPerShareDiluted,2021-02-12,2017-12-31,1139
1506307,eps_diluted,EarningsPerShareDiluted,2021-02-22,2017-12-31,1149
1506307,eps_diluted,EarningsPerShareDiluted,2021-04-21,2017-12-31,1207
1534701,net_income,NetIncomeLoss,2016-07-29,2015-12-31,211
1534701,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-07-29,2015-12-31,211
1534701,net_income,NetIncomeLoss,2016-10-07,2015-12-31,281
1534701,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-07,2015-12-31,281
1534701,net_income,NetIncomeLoss,2016-10-28,2015-12-31,302
1534701,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2016-10-28,2015-12-31,302
1534701,net_income,NetIncomeLoss,2017-02-03,2015-12-31,400
1534701,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-03,2015-12-31,400
1534701,net_income,NetIncomeLoss,2017-02-09,2015-12-31,406
1534701,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-02-09,2015-12-31,406
1534701,net_income,NetIncomeLoss,2017-08-01,2016-12-31,213
1534701,net_income,NetIncomeLoss,2017-10-27,2016-12-31,300
1534701,net_income,NetIncomeLoss,2017-12-12,2016-12-31,346
1534701,net_income,NetIncomeLoss,2018-02-02,2016-12-31,398
1534701,net_income,NetIncomeLoss,2018-02-14,2016-12-31,410
1551152,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2017-04-27,2016-09-30,209
1551152,revenue,Revenues,2017-04-27,2016-09-30,209
1551152,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-04-26,2017-09-30,208
1551152,revenue,Revenues,2018-04-26,2017-09-30,208
1551152,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2018-05-01,2017-09-30,213
1551152,revenue,Revenues,2018-05-01,2017-09-30,213
1551152,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-04-25,2018-09-30,207
1555280,cash,CashAndCashEquivalentsAtCarryingValue,2022-04-21,2021-09-30,203
1618921,revenue,Revenues,2017-07-03,2016-11-30,215
1618921,revenue,Revenues,2017-07-28,2016-11-30,240
1618921,revenue,Revenues,2017-08-02,2016-11-30,245
1618921,revenue,Revenues,2017-08-16,2016-11-30,259
1618921,revenue,Revenues,2017-08-30,2016-11-30,273
1618921,revenue,Revenues,2017-09-19,2016-11-30,293
1618921,revenue,Revenues,2017-10-25,2016-11-30,329
1618921,revenue,Revenues,2017-11-20,2016-11-30,355
1618921,revenue,Revenues,2018-01-04,2016-11-30,400
1618921,revenue,Revenues,2018-01-08,2016-11-30,404
1618921,revenue,Revenues,2018-01-19,2016-11-30,415
1618921,revenue,Revenues,2018-03-08,2016-11-30,463
1618921,revenue,Revenues,2018-03-28,2016-11-30,483
1618921,revenue,Revenues,2018-06-28,2016-11-30,575
1637459,assets,Assets,2019-04-18,2018-09-29,201
1637459,cash,CashAndCashEquivalentsAtCarryingValue,2019-04-18,2018-09-29,201
1637459,eps_diluted,EarningsPerShareDiluted,2019-04-18,2018-09-29,201
1637459,equity,StockholdersEquity,2019-04-18,2018-09-29,201
1637459,liabilities,Liabilities,2019-04-18,2018-09-29,201
1637459,net_income,NetIncomeLoss,2019-04-18,2018-09-29,201
1637459,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-04-18,2018-09-29,201
1637459,operating_income,OperatingIncomeLoss,2019-04-18,2018-09-29,201
1637459,assets,Assets,2019-04-22,2018-09-29,205
1637459,cash,CashAndCashEquivalentsAtCarryingValue,2019-04-22,2018-09-29,205
1637459,eps_diluted,EarningsPerShareDiluted,2019-04-22,2018-09-29,205
1637459,equity,StockholdersEquity,2019-04-22,2018-09-29,205
1637459,liabilities,Liabilities,2019-04-22,2018-09-29,205
1637459,net_income,NetIncomeLoss,2019-04-22,2018-09-29,205
1637459,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-04-22,2018-09-29,205
1637459,operating_income,OperatingIncomeLoss,2019-04-22,2018-09-29,205
1637459,assets,Assets,2019-04-23,2018-09-29,206
1637459,cash,CashAndCashEquivalentsAtCarryingValue,2019-04-23,2018-09-29,206
1637459,eps_diluted,EarningsPerShareDiluted,2019-04-23,2018-09-29,206
1637459,equity,StockholdersEquity,2019-04-23,2018-09-29,206
1637459,liabilities,Liabilities,2019-04-23,2018-09-29,206
1637459,net_income,NetIncomeLoss,2019-04-23,2018-09-29,206
1637459,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-04-23,2018-09-29,206
1637459,operating_income,OperatingIncomeLoss,2019-04-23,2018-09-29,206
1637459,assets,Assets,2019-05-06,2018-09-29,219
1637459,cash,CashAndCashEquivalentsAtCarryingValue,2019-05-06,2018-09-29,219
1637459,eps_diluted,EarningsPerShareDiluted,2019-05-06,2018-09-29,219
1637459,equity,StockholdersEquity,2019-05-06,2018-09-29,219
1637459,liabilities,Liabilities,2019-05-06,2018-09-29,219
1637459,net_income,NetIncomeLoss,2019-05-06,2018-09-29,219
1637459,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-05-06,2018-09-29,219
1637459,operating_income,OperatingIncomeLoss,2019-05-06,2018-09-29,219
1637459,assets,Assets,2019-05-10,2018-09-29,223
1637459,cash,CashAndCashEquivalentsAtCarryingValue,2019-05-10,2018-09-29,223
1637459,eps_diluted,EarningsPerShareDiluted,2019-05-10,2018-09-29,223
1637459,equity,StockholdersEquity,2019-05-10,2018-09-29,223
1637459,liabilities,Liabilities,2019-05-10,2018-09-29,223
1637459,net_income,NetIncomeLoss,2019-05-10,2018-09-29,223
1637459,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-05-10,2018-09-29,223
1637459,operating_income,OperatingIncomeLoss,2019-05-10,2018-09-29,223
1637459,assets,Assets,2019-05-21,2018-09-29,234
1637459,cash,CashAndCashEquivalentsAtCarryingValue,2019-05-21,2018-09-29,234
1637459,eps_diluted,EarningsPerShareDiluted,2019-05-21,2018-09-29,234
1637459,equity,StockholdersEquity,2019-05-21,2018-09-29,234
1637459,liabilities,Liabilities,2019-05-21,2018-09-29,234
1637459,net_income,NetIncomeLoss,2019-05-21,2018-09-29,234
1637459,operating_cash_flow,NetCashProvidedByUsedInOperatingActivities,2019-05-21,2018-09-29,234
1637459,operating_income,OperatingIncomeLoss,2019-05-21,2018-09-29,234
1637459,shares_outstanding,EntityCommonStockSharesOutstanding,2019-05-21,2018-10-27,206
