cik,company_name,sector,stratum,form,section_type,n_attempt,n_ok,n_flagged,n_item_absent_from_toc,n_fail,fail_rate,flag_rate,n_pre2019,fail_rate_pre2019,fail_rate_2019plus,top_reason_code,n_low_confidence,median_words
1051470,CROWN CASTLE INC.,materials_realestate,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,9487.0
1053507,AMERICAN TOWER CORP /MA/,materials_realestate,extension,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,18635.0
1053507,AMERICAN TOWER CORP /MA/,materials_realestate,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,7262.0
1058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,tech,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,11021.0
1058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,tech,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,8946.0
1060391,"REPUBLIC SERVICES, INC.",utilities,extension,10-K,MDA,11,9,2,0,0,0.0,0.1818,3,0.0,0.0,head_keyword_absent,0,16658.0
1060391,"REPUBLIC SERVICES, INC.",utilities,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,8348.0
1061219,ENTERPRISE PRODUCTS PARTNERS L.P.,energy,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,19102.0
1061219,ENTERPRISE PRODUCTS PARTNERS L.P.,energy,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,16699.0
1065088,EBAY INC,financials,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10824.0
1065088,EBAY INC,financials,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,14315.0
1065280,NETFLIX INC,consumer,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,5756.0
1065280,NETFLIX INC,consumer,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10299.0
1075531,Booking Holdings Inc.,industrials,extension,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,14858.0
1075531,Booking Holdings Inc.,industrials,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,18606.0
1090727,UNITED PARCEL SERVICE INC,industrials,extension,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,15574.0
1090727,UNITED PARCEL SERVICE INC,industrials,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,5707.0
1091667,"CHARTER COMMUNICATIONS, INC. /MO/",consumer,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,9696.0
1091667,"CHARTER COMMUNICATIONS, INC. /MO/",consumer,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,7820.0
1099590,MERCADOLIBRE INC,financials,core,10-K,MDA,11,7,4,0,0,0.0,0.3636,3,0.0,0.0,heading_regex_fallback,4,15508.0
1099590,MERCADOLIBRE INC,financials,core,10-K,RISK_FACTORS,11,4,7,0,0,0.0,0.6364,3,0.0,0.0,heading_regex_fallback,4,17089.0
1099800,Edwards Lifesciences Corp,healthcare,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,7180.0
1099800,Edwards Lifesciences Corp,healthcare,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,7005.0
1101239,EQUINIX INC,materials_realestate,extension,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,13246.0
1101239,EQUINIX INC,materials_realestate,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,18126.0
1103982,"Mondelez International, Inc.",consumer,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,19901.0
1103982,"Mondelez International, Inc.",consumer,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,9915.0
823768,WASTE MANAGEMENT INC,utilities,extension,10-K,MDA,11,9,2,0,0,0.0,0.1818,3,0.0,0.0,head_keyword_absent,0,18338.0
823768,WASTE MANAGEMENT INC,utilities,extension,10-K,RISK_FACTORS,11,9,2,0,0,0.0,0.1818,3,0.0,0.0,head_keyword_absent,0,10440.0
1297996,"DIGITAL REALTY TRUST, INC.",materials_realestate,extension,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,18842.0
1297996,"DIGITAL REALTY TRUST, INC.",materials_realestate,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,23259.0
31462,ECOLAB INC.,consumer,core,10-K,MDA,11,4,7,0,0,0.0,0.6364,3,0.0,0.0,heading_regex_fallback,7,14435.0
31462,ECOLAB INC.,consumer,core,10-K,RISK_FACTORS,11,0,11,0,0,0.0,1.0,3,0.0,0.0,heading_regex_fallback,7,5678.0
1108524,"Salesforce, Inc.",tech,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,9270.0
1108524,"Salesforce, Inc.",tech,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,16691.0
1109357,EXELON CORP,utilities,extension,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,32570.0
1109357,EXELON CORP,utilities,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,9649.0
1110803,"ILLUMINA, INC.",healthcare,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,8156.0
1110803,"ILLUMINA, INC.",healthcare,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,42346.0
1123360,GLOBAL PAYMENTS INC,financials,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,12000.0
1123360,GLOBAL PAYMENTS INC,financials,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10828.0
1133421,NORTHROP GRUMMAN CORP /DE/,industrials,extension,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10897.0
1133421,NORTHROP GRUMMAN CORP /DE/,industrials,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10410.0
1136893,"Fidelity National Information Services, Inc.",financials,core,10-K,MDA,11,6,5,0,0,0.0,0.4545,3,0.0,0.0,toc_recovered_f1,5,8672.0
1136893,"Fidelity National Information Services, Inc.",financials,core,10-K,RISK_FACTORS,11,6,5,0,0,0.0,0.4545,3,0.0,0.0,toc_recovered_f1,5,12186.0
1137774,PRUDENTIAL FINANCIAL INC,financials,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,57284.0
1137774,PRUDENTIAL FINANCIAL INC,financials,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10569.0
1141391,Mastercard Inc,financials,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,8533.0
1141391,Mastercard Inc,financials,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,11261.0
1156039,"Elevance Health, Inc.",healthcare,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,17464.0
1156039,"Elevance Health, Inc.",healthcare,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,12743.0
1156375,CME GROUP INC.,financials,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,9791.0
1156375,CME GROUP INC.,financials,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,9230.0
1163165,CONOCOPHILLIPS,energy,core,10-K,RISK_FACTORS,11,8,3,0,0,0.0,0.2727,3,0.0,0.0,heading_regex_fallback,3,6218.0
1164727,NEWMONT Corp /DE/,materials_realestate,extension,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,25455.0
1164727,NEWMONT Corp /DE/,materials_realestate,extension,10-K,RISK_FACTORS,11,7,4,0,0,0.0,0.3636,3,0.0,0.0,head_keyword_absent,0,18743.0
1166691,COMCAST CORP,consumer,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,14563.0
1166691,COMCAST CORP,consumer,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,6584.0
1222333,SPDR GOLD TRUST,financials,core,10-K,MDA,11,10,1,0,0,0.0,0.0909,4,0.0,0.0,heading_regex_fallback,1,2478.0
1222333,SPDR GOLD TRUST,financials,core,10-K,RISK_FACTORS,11,10,1,0,0,0.0,0.0909,4,0.0,0.0,heading_regex_fallback,1,6433.0
1489393,LyondellBasell Industries N.V.,materials_realestate,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,7107.0
1393818,Blackstone Inc.,financials,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,28573.0
1393818,Blackstone Inc.,financials,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,40974.0
1276187,Energy Transfer LP,energy,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,23775.0
1276187,Energy Transfer LP,energy,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,32770.0
1283699,"T-Mobile US, Inc.",utilities,extension,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,14769.0
1283699,"T-Mobile US, Inc.",utilities,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10669.0
1326801,"Meta Platforms, Inc.",tech,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10689.0
1326801,"Meta Platforms, Inc.",tech,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,25297.0
1327567,Palo Alto Networks Inc,tech,core,10-K,MDA,11,11,0,0,0,0.0,0.0,4,0.0,0.0,ok,0,9161.0
1327567,Palo Alto Networks Inc,tech,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,4,0.0,0.0,ok,0,19602.0
1373715,"ServiceNow, Inc.",tech,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10908.0
1373715,"ServiceNow, Inc.",tech,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,12392.0
1390777,Bank of New York Mellon Corp,financials,core,10-K,MDA,11,0,11,0,0,0.0,1.0,3,0.0,0.0,mda_stub_external_document,11,53.0
1390777,Bank of New York Mellon Corp,financials,core,10-K,RISK_FACTORS,11,0,11,0,0,0.0,1.0,3,0.0,0.0,below_length_floor,0,29.0
1403161,VISA INC.,financials,core,10-K,MDA,11,11,0,0,0,0.0,0.0,4,0.0,0.0,ok,0,9364.0
1403161,VISA INC.,financials,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,4,0.0,0.0,ok,0,9949.0
1404912,KKR & Co. Inc.,financials,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,40498.0
1404912,KKR & Co. Inc.,financials,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,53595.0
1413329,Philip Morris International Inc.,consumer,core,10-K,MDA,11,6,5,0,0,0.0,0.4545,3,0.0,0.0,toc_recovered_f1,5,25216.0
1413329,Philip Morris International Inc.,consumer,core,10-K,RISK_FACTORS,11,6,5,0,0,0.0,0.4545,3,0.0,0.0,toc_recovered_f1,5,4769.0
1467858,General Motors Co,consumer,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,13595.0
1467858,General Motors Co,consumer,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,7407.0
1506307,"KINDER MORGAN, INC.",energy,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,14159.0
1506307,"KINDER MORGAN, INC.",energy,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10811.0
1510295,Marathon Petroleum Corp,energy,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,18634.0
1510295,Marathon Petroleum Corp,energy,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10959.0
1512673,"Block, Inc.",tech,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,11008.0
1512673,"Block, Inc.",tech,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,23545.0
1534701,Phillips 66,energy,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,17765.0
1534701,Phillips 66,energy,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,7177.0
1539838,"Diamondback Energy, Inc.",energy,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,11351.0
1539838,"Diamondback Energy, Inc.",energy,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,20081.0
1551182,Eaton Corp plc,industrials,extension,10-K,MDA,11,0,11,0,0,0.0,1.0,3,0.0,0.0,mda_stub_unresolved_same_doc,11,36.0
1551182,Eaton Corp plc,industrials,extension,10-K,RISK_FACTORS,11,4,7,0,0,0.0,0.6364,3,0.0,0.0,below_length_floor,0,1429.0
1552000,MPLX LP,energy,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,15132.0
1552000,MPLX LP,energy,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,18145.0
1555280,Zoetis Inc.,healthcare,core,10-K,RISK_FACTORS,11,9,2,0,0,0.0,0.1818,3,0.0,0.0,toc_recovered_f1,2,15560.0
1571949,"Intercontinental Exchange, Inc.",financials,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,20499.0
1596532,"Arista Networks, Inc.",tech,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,7680.0
1596532,"Arista Networks, Inc.",tech,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,26611.0
1613103,Medtronic plc,healthcare,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,13417.0
1613103,Medtronic plc,healthcare,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10815.0
315293,Aon plc,financials,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,13164.0
315293,Aon plc,financials,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,13592.0
1633917,"PayPal Holdings, Inc.",financials,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,12587.0
1633917,"PayPal Holdings, Inc.",financials,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,12990.0
1637459,Kraft Heinz Co,consumer,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,12905.0
1637459,Kraft Heinz Co,consumer,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,11539.0
1652044,Alphabet Inc.,tech,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,9290.0
1652044,Alphabet Inc.,tech,core,10-K,RISK_FACTORS,11,10,1,0,0,0.0,0.0909,3,0.0,0.0,toc_recovered_f1,0,10856.0
884905,LINDE INC,materials_realestate,extension,10-Q,MDA,11,11,0,0,0,0.0,0.0,11,0.0,,ok,0,9169.0
884905,LINDE INC,materials_realestate,extension,10-Q,RISK_FACTORS,11,11,0,0,0,0.0,0.0,11,0.0,,ok,0,29.0
936402,Shire plc,healthcare,core,10-Q,MDA,11,6,5,0,0,0.0,0.4545,11,0.0,,heading_regex_fallback,4,5130.0
936402,Shire plc,healthcare,core,10-Q,RISK_FACTORS,11,6,5,0,0,0.0,0.4545,11,0.0,,heading_regex_fallback,4,37.0
1001039,TWDC Enterprises 18 Corp.,consumer,core,10-Q,MDA,11,0,11,0,0,0.0,1.0,10,0.0,0.0,heading_regex_fallback,11,12357.0
1001039,TWDC Enterprises 18 Corp.,consumer,core,10-Q,RISK_FACTORS,11,0,11,0,0,0.0,1.0,10,0.0,0.0,heading_regex_fallback,11,265.0
701221,Cigna Holding Co,healthcare,core,10-Q,MDA,11,2,9,0,0,0.0,0.8182,11,0.0,,head_keyword_absent,0,10590.0
701221,Cigna Holding Co,healthcare,core,10-Q,RISK_FACTORS,11,0,0,11,0,0.0,0.0,11,0.0,,item_absent_from_toc,11,0.0
1122304,AETNA INC /PA/,healthcare,core,10-Q,MDA,11,7,4,0,0,0.0,0.3636,11,0.0,,heading_regex_fallback,4,8831.0
1122304,AETNA INC /PA/,healthcare,core,10-Q,RISK_FACTORS,11,7,4,0,0,0.0,0.3636,11,0.0,,heading_regex_fallback,4,62.0
1532063,Express Scripts Holding Co.,consumer,core,10-Q,MDA,11,11,0,0,0,0.0,0.0,11,0.0,,ok,0,6772.0
1532063,Express Scripts Holding Co.,consumer,core,10-Q,RISK_FACTORS,11,6,0,5,0,0.0,0.0,11,0.0,,item_absent_from_toc,5,632.0
849395,CRH PUBLIC LTD CO,materials_realestate,extension,8-K,EX99_PRESS_RELEASE,11,11,0,0,0,0.0,0.0,0,,0.0,ok,0,5942.0
1318220,"Waste Connections, Inc.",utilities,extension,10-K,MDA,10,10,0,0,0,0.0,0.0,2,0.0,0.0,ok,0,17913.5
1318220,"Waste Connections, Inc.",utilities,extension,10-K,RISK_FACTORS,10,10,0,0,0,0.0,0.0,2,0.0,0.0,ok,0,10824.0
1618921,"Walgreens Boots Alliance, Inc.",consumer,core,10-K,MDA,10,10,0,0,0,0.0,0.0,4,0.0,0.0,ok,0,15163.0
1618921,"Walgreens Boots Alliance, Inc.",consumer,core,10-K,RISK_FACTORS,10,9,1,0,0,0.0,0.1,4,0.0,0.0,toc_recovered_f2,1,15687.5
1393612,Discover Financial Services,financials,core,10-K,MDA,10,10,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,17522.0
1393612,Discover Financial Services,financials,core,10-K,RISK_FACTORS,10,10,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,13940.0
4447,HESS CORP,energy,core,10-K,MDA,10,10,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,13007.0
4447,HESS CORP,energy,core,10-K,RISK_FACTORS,10,10,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,4046.5
1483096,WILLIAMS PARTNERS L.P.,energy,core,10-Q,MDA,10,10,0,0,0,0.0,0.0,10,0.0,,ok,0,11731.5
1483096,WILLIAMS PARTNERS L.P.,energy,core,10-Q,RISK_FACTORS,10,6,0,4,0,0.0,0.0,10,0.0,,item_absent_from_toc,4,199.5
30554,"EIDP, Inc.",materials_realestate,extension,8-K,EX99_PRESS_RELEASE,10,8,2,0,0,0.0,0.2,10,0.0,,earnings_population_gate,0,6667.0
895728,ENBRIDGE INC,energy,core,10-K,MDA,9,9,0,0,0,0.0,0.0,1,0.0,0.0,ok,0,16140.0
895728,ENBRIDGE INC,energy,core,10-K,RISK_FACTORS,9,9,0,0,0,0.0,0.0,1,0.0,0.0,ok,0,8142.0
1364742,"BlackRock Finance, Inc.",financials,core,10-K,MDA,9,9,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,17973.0
1364742,"BlackRock Finance, Inc.",financials,core,10-K,RISK_FACTORS,9,9,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,11671.0
1038357,PIONEER NATURAL RESOURCES CO,energy,core,10-K,MDA,9,8,1,0,0,0.0,0.1111,3,0.0,0.0,mda_stub_unresolved_same_doc,1,10159.0
1038357,PIONEER NATURAL RESOURCES CO,energy,core,10-K,RISK_FACTORS,9,9,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,15326.0
6769,APACHE CORP,energy,core,10-K,RISK_FACTORS,9,5,4,0,0,0.0,0.4444,3,0.0,0.0,toc_recovered_f1,4,7466.0
1564408,Snap Inc,tech,core,10-K,MDA,9,9,0,0,0,0.0,0.0,1,0.0,0.0,ok,0,7981.0
1564408,Snap Inc,tech,core,10-K,RISK_FACTORS,9,9,0,0,0,0.0,0.0,1,0.0,0.0,ok,0,26949.0
1707925,LINDE PLC,materials_realestate,extension,10-K,MDA,9,8,1,0,0,0.0,0.1111,1,0.0,0.0,mda_stub_unresolved_same_doc,1,11463.0
1707925,LINDE PLC,materials_realestate,extension,10-K,RISK_FACTORS,9,9,0,0,0,0.0,0.0,1,0.0,0.0,ok,0,4114.0
1666700,"DuPont de Nemours, Inc.",materials_realestate,extension,10-K,MDA,9,9,0,0,0,0.0,0.0,1,0.0,0.0,ok,0,17092.0
1666700,"DuPont de Nemours, Inc.",materials_realestate,extension,10-K,RISK_FACTORS,9,9,0,0,0,0.0,0.0,1,0.0,0.0,ok,0,8294.0
1692819,Vistra Corp.,utilities,extension,10-K,MDA,9,9,0,0,0,0.0,0.0,1,0.0,0.0,ok,0,14810.0
1692819,Vistra Corp.,utilities,extension,10-K,RISK_FACTORS,9,9,0,0,0,0.0,0.0,1,0.0,0.0,ok,0,21003.0
1105705,"WARNER MEDIA, LLC",consumer,core,10-Q,RISK_FACTORS,9,9,0,0,0,0.0,0.0,9,0.0,,ok,0,40.0
29915,DOW CHEMICAL CO /DE/,materials_realestate,extension,8-K,EX99_PRESS_RELEASE,9,9,0,0,0,0.0,0.0,9,0.0,,ok,0,7477.0
51143,INTERNATIONAL BUSINESS MACHINES CORP,tech,core,8-K,8K_BODY,9,0,9,0,0,0.0,1.0,9,0.0,,earnings_population_gate,0,6735.0
1996810,GE Vernova Inc.,industrials,extension,8-K,EX99_PRESS_RELEASE,9,9,0,0,0,0.0,0.0,0,,0.0,ok,0,5256.0
718877,"Activision Blizzard, Inc.",tech,core,10-K,MDA,8,8,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,16952.5
718877,"Activision Blizzard, Inc.",tech,core,10-K,RISK_FACTORS,8,8,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,13311.5
1739940,Cigna Group,healthcare,core,10-K,MDA,8,8,0,0,0,0.0,0.0,0,,0.0,ok,0,13480.5
1739940,Cigna Group,healthcare,core,10-K,RISK_FACTORS,8,8,0,0,0,0.0,0.0,0,,0.0,ok,0,12374.0
1126975,"Magellan Midstream Partners, L.P.",energy,core,10-K,MDA,8,8,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,8281.5
1126975,"Magellan Midstream Partners, L.P.",energy,core,10-K,RISK_FACTORS,8,8,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,14225.0
1682852,"Moderna, Inc.",healthcare,core,10-K,MDA,8,8,0,0,0,0.0,0.0,0,,0.0,ok,0,8473.0
1682852,"Moderna, Inc.",healthcare,core,10-K,RISK_FACTORS,8,8,0,0,0,0.0,0.0,0,,0.0,ok,0,31606.0
1730168,Broadcom Inc.,tech,core,10-K,MDA,8,8,0,0,0,0.0,0.0,1,0.0,0.0,ok,0,8333.0
1730168,Broadcom Inc.,tech,core,10-K,RISK_FACTORS,8,8,0,0,0,0.0,0.0,1,0.0,0.0,ok,0,15813.0
1012569,"Energy Transfer, LP",energy,core,10-Q,MDA,8,8,0,0,0,0.0,0.0,8,0.0,,ok,0,7564.0
1012569,"Energy Transfer, LP",energy,core,10-Q,RISK_FACTORS,8,8,0,0,0,0.0,0.0,8,0.0,,ok,0,38.5
849395,CRH PUBLIC LTD CO,materials_realestate,extension,10-Q,MDA,8,8,0,0,0,0.0,0.0,0,,0.0,ok,0,8498.5
849395,CRH PUBLIC LTD CO,materials_realestate,extension,10-Q,RISK_FACTORS,8,8,0,0,0,0.0,0.0,0,,0.0,ok,0,27.0
1996810,GE Vernova Inc.,industrials,extension,10-Q,MDA,8,8,0,0,0,0.0,0.0,0,,0.0,ok,0,10061.5
1996810,GE Vernova Inc.,industrials,extension,10-Q,RISK_FACTORS,8,5,0,3,0,0.0,0.0,0,,0.0,item_absent_from_toc,3,55.0
1012569,"Energy Transfer, LP",energy,core,8-K,EX99_PRESS_RELEASE,8,0,8,0,0,0.0,1.0,8,0.0,,earnings_supplemental_diluted,0,6502.5
804753,CERNER Corp,tech,core,10-K,MDA,7,7,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,7236.0
804753,CERNER Corp,tech,core,10-K,RISK_FACTORS,7,7,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,11970.0
1418091,"TWITTER, INC.",tech,core,10-K,MDA,7,7,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,11858.0
1418091,"TWITTER, INC.",tech,core,10-K,RISK_FACTORS,7,7,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,19257.0
1535527,"CrowdStrike Holdings, Inc.",tech,core,10-K,MDA,7,7,0,0,0,0.0,0.0,0,,0.0,ok,0,8921.0
1535527,"CrowdStrike Holdings, Inc.",tech,core,10-K,RISK_FACTORS,7,7,0,0,0,0.0,0.0,0,,0.0,ok,0,25119.0
1543151,"Uber Technologies, Inc",financials,core,10-K,MDA,7,7,0,0,0,0.0,0.0,0,,0.0,ok,0,13483.0
1543151,"Uber Technologies, Inc",financials,core,10-K,RISK_FACTORS,7,7,0,0,0,0.0,0.0,0,,0.0,ok,0,35054.0
1585521,"Zoom Communications, Inc.",tech,core,10-K,MDA,7,7,0,0,0,0.0,0.0,0,,0.0,ok,0,7842.0
1585521,"Zoom Communications, Inc.",tech,core,10-K,RISK_FACTORS,7,7,0,0,0,0.0,0.0,0,,0.0,ok,0,29718.0
1744489,Walt Disney Co,consumer,core,10-K,MDA,7,7,0,0,0,0.0,0.0,0,,0.0,ok,0,13771.0
1744489,Walt Disney Co,consumer,core,10-K,RISK_FACTORS,7,7,0,0,0,0.0,0.0,0,,0.0,ok,0,8470.0
821189,EOG RESOURCES INC,energy,core,8-K,8K_BODY,7,0,7,0,0,0.0,1.0,1,0.0,0.0,earnings_population_gate,0,1697.0
872589,"REGENERON PHARMACEUTICALS, INC.",healthcare,core,8-K,8K_BODY,7,0,7,0,0,0.0,1.0,0,,0.0,earnings_population_gate,0,741.0
1373835,Spectra Energy Corp.,energy,core,8-K,EX99_PRESS_RELEASE,7,7,0,0,0,0.0,0.0,7,0.0,,ok,0,5205.0
1358071,CONCHO RESOURCES INC,energy,core,8-K,8K_BODY,7,0,7,0,0,0.0,1.0,0,,0.0,below_length_floor,0,433.0
1161154,"Energy Transfer Operating, L.P.",energy,core,10-K,MDA,6,6,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,25113.0
1161154,"Energy Transfer Operating, L.P.",energy,core,10-K,RISK_FACTORS,6,6,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,27097.5
