cik,company_name,sector,stratum,form,section_type,n_attempt,n_ok,n_flagged,n_item_absent_from_toc,n_fail,fail_rate,flag_rate,n_pre2019,fail_rate_pre2019,fail_rate_2019plus,top_reason_code,n_low_confidence,median_words
51143,INTERNATIONAL BUSINESS MACHINES CORP,tech,core,10-K,RISK_FACTORS,11,3,8,0,0,0.0,0.7273,3,0.0,0.0,heading_regex_fallback,8,5108.0
55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,7784.0
55785,KIMBERLY CLARK CORP,materials_realestate,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,3278.0
59478,ELI LILLY & Co,healthcare,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,12131.0
59478,ELI LILLY & Co,healthcare,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,4991.0
60667,LOWES COMPANIES INC,consumer,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,8446.0
60667,LOWES COMPANIES INC,consumer,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,6108.0
62709,"MARSH & MCLENNAN COMPANIES, INC.",financials,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,11086.0
62709,"MARSH & MCLENNAN COMPANIES, INC.",financials,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,13793.0
63908,MCDONALDS CORP,consumer,core,10-K,MDA,11,7,4,0,0,0.0,0.3636,3,0.0,0.0,mda_stub_resolved,0,12768.0
64040,S&P Global Inc.,industrials,extension,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,18866.0
64040,S&P Global Inc.,industrials,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,12106.0
64803,CVS HEALTH Corp,consumer,core,10-K,MDA,11,7,4,0,0,0.0,0.3636,3,0.0,0.0,mda_stub_external_document,4,16471.0
64803,CVS HEALTH Corp,consumer,core,10-K,RISK_FACTORS,11,10,1,0,0,0.0,0.0909,3,0.0,0.0,heading_regex_fallback,1,22838.0
66740,3M CO,healthcare,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,16681.0
66740,3M CO,healthcare,core,10-K,RISK_FACTORS,11,7,4,0,0,0.0,0.3636,3,0.0,0.0,below_length_floor,0,3281.0
70858,BANK OF AMERICA CORP /DE/,financials,core,10-K,MDA,11,9,2,0,0,0.0,0.1818,3,0.0,0.0,head_foreign_item,0,49501.0
70858,BANK OF AMERICA CORP /DE/,financials,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,16633.0
72741,EVERSOURCE ENERGY,utilities,extension,10-K,MDA,11,10,1,0,0,0.0,0.0909,3,0.0,0.0,heading_regex_fallback,1,25180.0
72741,EVERSOURCE ENERGY,utilities,extension,10-K,RISK_FACTORS,11,10,1,0,0,0.0,0.0909,3,0.0,0.0,heading_regex_fallback,1,5000.0
72903,XCEL ENERGY INC,utilities,extension,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,16338.0
72903,XCEL ENERGY INC,utilities,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,6829.0
72971,WELLS FARGO & COMPANY/MN,financials,core,10-K,MDA,11,0,11,0,0,0.0,1.0,3,0.0,0.0,mda_stub_external_document,11,42.0
72971,WELLS FARGO & COMPANY/MN,financials,core,10-K,RISK_FACTORS,11,0,11,0,0,0.0,1.0,3,0.0,0.0,below_length_floor,11,43.0
77476,PEPSICO INC,consumer,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,40480.0
77476,PEPSICO INC,consumer,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,9606.0
78003,PFIZER INC,healthcare,core,10-K,MDA,11,6,5,0,0,0.0,0.4545,3,0.0,0.0,mda_stub_unresolved_same_doc,5,15125.0
78003,PFIZER INC,healthcare,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,11662.0
79879,PPG INDUSTRIES INC,materials_realestate,extension,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,9451.0
79879,PPG INDUSTRIES INC,materials_realestate,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,3078.0
80661,PROGRESSIVE CORP/OH/,financials,core,10-K,MDA,11,0,11,0,0,0.0,1.0,3,0.0,0.0,mda_stub_external_document,11,35.0
80661,PROGRESSIVE CORP/OH/,financials,core,10-K,RISK_FACTORS,11,0,11,0,0,0.0,1.0,3,0.0,0.0,heading_regex_fallback,11,10045.0
86312,"TRAVELERS COMPANIES, INC.",financials,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,12698.0
1032208,SEMPRA,utilities,extension,10-K,MDA,11,9,2,0,0,0.0,0.1818,3,0.0,0.0,mda_stub_unresolved_same_doc,2,22554.0
1032208,SEMPRA,utilities,extension,10-K,RISK_FACTORS,11,10,1,0,0,0.0,0.0909,3,0.0,0.0,heading_regex_fallback,1,20390.0
89800,SHERWIN WILLIAMS CO,consumer,core,10-K,MDA,11,7,4,0,0,0.0,0.3636,3,0.0,0.0,mda_stub_external_document,4,9306.0
89800,SHERWIN WILLIAMS CO,consumer,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,7109.0
92122,SOUTHERN CO,utilities,extension,10-K,MDA,11,10,1,0,0,0.0,0.0909,3,0.0,0.0,mda_stub_unresolved_same_doc,1,149401.0
92122,SOUTHERN CO,utilities,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10940.0
92230,TRUIST FINANCIAL CORP,financials,core,10-K,MDA,11,7,4,0,0,0.0,0.3636,3,0.0,0.0,head_keyword_absent,0,14635.0
92230,TRUIST FINANCIAL CORP,financials,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,12465.0
93410,CHEVRON CORP,energy,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,15563.0
93410,CHEVRON CORP,energy,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,4267.0
97476,TEXAS INSTRUMENTS INC,tech,core,10-K,RISK_FACTORS,11,0,11,0,0,0.0,1.0,3,0.0,0.0,heading_regex_fallback,11,3817.0
97745,THERMO FISHER SCIENTIFIC INC.,industrials,extension,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,6539.0
97745,THERMO FISHER SCIENTIFIC INC.,industrials,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,6424.0
100885,UNION PACIFIC CORP,industrials,extension,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10901.0
100885,UNION PACIFIC CORP,industrials,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,4352.0
101829,RTX Corp,industrials,extension,10-K,MDA,11,6,5,0,0,0.0,0.4545,3,0.0,0.0,mda_stub_external_document,5,19187.0
101829,RTX Corp,industrials,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,13389.0
104169,Walmart Inc.,consumer,core,10-K,MDA,11,9,2,0,0,0.0,0.1818,3,0.0,0.0,mda_stub_external_document,2,10141.0
104169,Walmart Inc.,consumer,core,10-K,RISK_FACTORS,11,9,2,0,0,0.0,0.1818,3,0.0,0.0,heading_regex_fallback,2,9597.0
106535,WEYERHAEUSER CO,materials_realestate,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,8731.0
107263,"WILLIAMS COMPANIES, INC.",energy,core,10-K,MDA,11,9,2,0,0,0.0,0.1818,3,0.0,0.0,head_keyword_absent,0,14693.0
107263,"WILLIAMS COMPANIES, INC.",energy,core,10-K,RISK_FACTORS,11,10,1,0,0,0.0,0.0909,3,0.0,0.0,toc_recovered_f1,1,10051.0
109198,TJX COMPANIES INC /DE/,consumer,core,10-K,MDA,11,7,4,0,0,0.0,0.3636,3,0.0,0.0,heading_regex_fallback,4,8072.0
109198,TJX COMPANIES INC /DE/,consumer,core,10-K,RISK_FACTORS,11,7,4,0,0,0.0,0.3636,3,0.0,0.0,heading_regex_fallback,4,8705.0
200406,JOHNSON & JOHNSON,healthcare,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10266.0
200406,JOHNSON & JOHNSON,healthcare,core,10-K,RISK_FACTORS,11,10,1,0,0,0.0,0.0909,3,0.0,0.0,below_length_floor,0,5178.0
310158,"Merck & Co., Inc.",healthcare,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,21645.0
310158,"Merck & Co., Inc.",healthcare,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10272.0
310764,STRYKER CORP,healthcare,core,10-K,MDA,11,7,4,0,0,0.0,0.3636,3,0.0,0.0,heading_regex_fallback,4,7522.0
310764,STRYKER CORP,healthcare,core,10-K,RISK_FACTORS,11,7,4,0,0,0.0,0.3636,3,0.0,0.0,heading_regex_fallback,4,5361.0
313616,DANAHER CORP /DE/,industrials,extension,10-K,MDA,11,7,4,0,0,0.0,0.3636,3,0.0,0.0,toc_recovered_f1,4,15663.0
313616,DANAHER CORP /DE/,industrials,extension,10-K,RISK_FACTORS,11,7,4,0,0,0.0,0.3636,3,0.0,0.0,toc_recovered_f1,4,14314.0
316709,SCHWAB CHARLES CORP,financials,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,21858.0
316709,SCHWAB CHARLES CORP,financials,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,6888.0
318154,AMGEN INC,healthcare,core,10-K,MDA,11,10,1,0,0,0.0,0.0909,3,0.0,0.0,toc_recovered_f1,1,11678.0
318154,AMGEN INC,healthcare,core,10-K,RISK_FACTORS,11,10,1,0,0,0.0,0.0909,3,0.0,0.0,toc_recovered_f1,1,21549.0
320193,Apple Inc.,tech,core,10-K,MDA,11,11,0,0,0,0.0,0.0,4,0.0,0.0,ok,0,4923.0
320193,Apple Inc.,tech,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,4,0.0,0.0,ok,0,8789.0
354950,"HOME DEPOT, INC.",consumer,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,4851.0
354950,"HOME DEPOT, INC.",consumer,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,9196.0
712515,ELECTRONIC ARTS INC.,tech,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,9544.0
712515,ELECTRONIC ARTS INC.,tech,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,8180.0
713676,"PNC FINANCIAL SERVICES GROUP, INC.",financials,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,32052.0
713676,"PNC FINANCIAL SERVICES GROUP, INC.",financials,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,15196.0
723125,MICRON TECHNOLOGY INC,tech,core,10-K,MDA,11,6,5,0,0,0.0,0.4545,4,0.0,0.0,heading_regex_fallback,4,5446.0
723125,MICRON TECHNOLOGY INC,tech,core,10-K,RISK_FACTORS,11,6,5,0,0,0.0,0.4545,4,0.0,0.0,heading_regex_fallback,5,15246.0
726728,REALTY INCOME CORP,materials_realestate,extension,10-K,MDA,11,8,3,0,0,0.0,0.2727,3,0.0,0.0,head_keyword_absent,0,10631.0
726728,REALTY INCOME CORP,materials_realestate,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,11627.0
731766,UNITEDHEALTH GROUP INC,healthcare,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,6841.0
731766,UNITEDHEALTH GROUP INC,healthcare,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,9651.0
732712,VERIZON COMMUNICATIONS INC,utilities,extension,10-K,MDA,11,9,2,0,0,0.0,0.1818,3,0.0,0.0,mda_stub_external_document,2,16934.0
732712,VERIZON COMMUNICATIONS INC,utilities,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,3734.0
732717,AT&T INC.,utilities,extension,10-K,RISK_FACTORS,11,6,5,0,0,0.0,0.4545,3,0.0,0.0,below_length_floor,4,6143.0
753308,NEXTERA ENERGY INC,utilities,extension,10-K,MDA,11,8,3,0,0,0.0,0.2727,3,0.0,0.0,toc_recovered_f1,0,13631.0
753308,NEXTERA ENERGY INC,utilities,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10647.0
764180,"ALTRIA GROUP, INC.",consumer,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,22810.0
764180,"ALTRIA GROUP, INC.",consumer,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,7338.0
766704,WELLTOWER INC.,materials_realestate,extension,10-K,MDA,11,8,3,0,0,0.0,0.2727,3,0.0,0.0,toc_recovered_f2,3,15099.0
769397,"Autodesk, Inc.",tech,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,13939.0
769397,"Autodesk, Inc.",tech,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,12633.0
788784,PUBLIC SERVICE ENTERPRISE GROUP INC,utilities,extension,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,14487.0
788784,PUBLIC SERVICE ENTERPRISE GROUP INC,utilities,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10964.0
797468,OCCIDENTAL PETROLEUM CORP /DE/,energy,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,19374.0
797468,OCCIDENTAL PETROLEUM CORP /DE/,energy,core,10-K,RISK_FACTORS,11,9,2,0,0,0.0,0.1818,3,0.0,0.0,below_length_floor,0,6476.0
798354,FISERV INC,financials,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10744.0
798354,FISERV INC,financials,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,8613.0
804328,QUALCOMM INC/DE,tech,core,10-K,MDA,11,11,0,0,0,0.0,0.0,4,0.0,0.0,ok,0,8747.0
804328,QUALCOMM INC/DE,tech,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,4,0.0,0.0,ok,0,16679.0
813672,CADENCE DESIGN SYSTEMS INC,tech,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,7670.0
813672,CADENCE DESIGN SYSTEMS INC,tech,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,12912.0
821189,EOG RESOURCES INC,energy,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10826.0
821189,EOG RESOURCES INC,energy,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,9377.0
829224,STARBUCKS CORP,consumer,core,10-K,MDA,11,11,0,0,0,0.0,0.0,4,0.0,0.0,ok,0,11032.0
829224,STARBUCKS CORP,consumer,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,4,0.0,0.0,ok,0,8254.0
831259,FREEPORT-MCMORAN INC,materials_realestate,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,15943.0
849399,Gen Digital Inc.,tech,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,6797.0
849399,Gen Digital Inc.,tech,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,11216.0
858877,"CISCO SYSTEMS, INC.",tech,core,10-K,MDA,11,11,0,0,0,0.0,0.0,4,0.0,0.0,ok,0,11972.0
858877,"CISCO SYSTEMS, INC.",tech,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,4,0.0,0.0,ok,0,12618.0
872589,"REGENERON PHARMACEUTICALS, INC.",healthcare,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,9409.0
872589,"REGENERON PHARMACEUTICALS, INC.",healthcare,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,28799.0
875045,BIOGEN INC.,healthcare,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,16829.0
875045,BIOGEN INC.,healthcare,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,11259.0
875320,VERTEX PHARMACEUTICALS INC / MA,healthcare,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10806.0
875320,VERTEX PHARMACEUTICALS INC / MA,healthcare,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,16863.0
882095,"GILEAD SCIENCES, INC.",healthcare,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,9443.0
882095,"GILEAD SCIENCES, INC.",healthcare,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,11773.0
885725,BOSTON SCIENTIFIC CORP,healthcare,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,14446.0
885725,BOSTON SCIENTIFIC CORP,healthcare,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,11458.0
886982,GOLDMAN SACHS GROUP INC,financials,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,41579.0
886982,GOLDMAN SACHS GROUP INC,financials,core,10-K,RISK_FACTORS,11,10,1,0,0,0.0,0.0909,3,0.0,0.0,head_keyword_absent,0,19522.0
895126,EXPAND ENERGY Corp,energy,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,9836.0
895126,EXPAND ENERGY Corp,energy,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,11284.0
896159,Chubb Ltd,financials,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,30014.0
896159,Chubb Ltd,financials,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10902.0
896878,INTUIT INC.,tech,core,10-K,MDA,11,11,0,0,0,0.0,0.0,4,0.0,0.0,ok,0,10490.0
896878,INTUIT INC.,tech,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,4,0.0,0.0,ok,0,12308.0
906107,VIVMARK RESIDENTIAL,materials_realestate,extension,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,11045.0
906107,VIVMARK RESIDENTIAL,materials_realestate,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,9406.0
915912,AVALONBAY COMMUNITIES INC,materials_realestate,extension,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,12617.0
915912,AVALONBAY COMMUNITIES INC,materials_realestate,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,8445.0
922224,PPL Corp,utilities,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,6040.0
927628,CAPITAL ONE FINANCIAL CORP,financials,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,34258.0
927628,CAPITAL ONE FINANCIAL CORP,financials,core,10-K,RISK_FACTORS,11,10,1,0,0,0.0,0.0909,3,0.0,0.0,toc_recovered_f1,0,14763.0
927653,MCKESSON CORP,healthcare,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,13910.0
927653,MCKESSON CORP,healthcare,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,8754.0
936468,LOCKHEED MARTIN CORP,industrials,extension,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,21567.0
936468,LOCKHEED MARTIN CORP,industrials,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10984.0
1099219,METLIFE INC,financials,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,46963.0
1099219,METLIFE INC,financials,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,11111.0
1318605,"Tesla, Inc.",consumer,core,10-K,MDA,11,10,1,0,0,0.0,0.0909,3,0.0,0.0,head_keyword_absent,0,9653.0
1318605,"Tesla, Inc.",consumer,core,10-K,RISK_FACTORS,11,10,1,0,0,0.0,0.0909,3,0.0,0.0,head_keyword_absent,0,13377.0
1090012,DEVON ENERGY CORP/DE,energy,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,11127.0
1090012,DEVON ENERGY CORP/DE,energy,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,5786.0
715957,"DOMINION ENERGY, INC",utilities,extension,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,16661.0
715957,"DOMINION ENERGY, INC",utilities,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,8872.0
1389170,Targa Resources Corp.,energy,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,12405.0
1389170,Targa Resources Corp.,energy,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,18111.0
1067983,BERKSHIRE HATHAWAY INC,financials,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,19497.0
1067983,BERKSHIRE HATHAWAY INC,financials,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,2692.0
1341439,ORACLE CORP,tech,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,13331.0
1341439,ORACLE CORP,tech,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,11279.0
87347,SLB LIMITED/NV,energy,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,6976.0
87347,SLB LIMITED/NV,energy,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,3590.0
1045609,"Prologis, Inc.",materials_realestate,extension,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10711.0
1045609,"Prologis, Inc.",materials_realestate,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,7940.0
73309,NUCOR CORP,materials_realestate,extension,10-K,MDA,11,7,4,0,0,0.0,0.3636,3,0.0,0.0,mda_stub_external_document,4,8548.0
73309,NUCOR CORP,materials_realestate,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,3517.0
1018724,AMAZON COM INC,consumer,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,7568.0
1018724,AMAZON COM INC,consumer,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,7400.0
1034054,SBA COMMUNICATIONS CORP,materials_realestate,extension,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,11607.0
1034054,SBA COMMUNICATIONS CORP,materials_realestate,extension,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,11860.0
1035002,VALERO ENERGY CORP/TX,energy,core,10-K,MDA,11,10,1,0,0,0.0,0.0909,3,0.0,0.0,mda_stub_unresolved_same_doc,1,12749.0
1035002,VALERO ENERGY CORP/TX,energy,core,10-K,RISK_FACTORS,11,10,1,0,0,0.0,0.0909,3,0.0,0.0,heading_regex_fallback,1,7564.0
1035267,INTUITIVE SURGICAL INC,healthcare,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,16436.0
1035267,INTUITIVE SURGICAL INC,healthcare,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,21098.0
1039684,ONEOK INC /NEW/,energy,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10764.0
1039684,ONEOK INC /NEW/,energy,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,11514.0
1045810,NVIDIA CORP,tech,core,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,6437.0
1045810,NVIDIA CORP,tech,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,10389.0
1645590,Hewlett Packard Enterprise Co,tech,core,10-K,MDA,11,5,6,0,0,0.0,0.5455,4,0.0,0.0,mda_stub_unresolved_same_doc,5,2866.0
1645590,Hewlett Packard Enterprise Co,tech,core,10-K,RISK_FACTORS,11,11,0,0,0,0.0,0.0,4,0.0,0.0,ok,0,14100.0
1551152,AbbVie Inc.,healthcare,core,10-K,MDA,11,10,1,0,0,0.0,0.0909,3,0.0,0.0,heading_regex_fallback,1,9581.0
1551152,AbbVie Inc.,healthcare,core,10-K,RISK_FACTORS,11,10,1,0,0,0.0,0.0909,3,0.0,0.0,heading_regex_fallback,1,7757.0
1800,ABBOTT LABORATORIES,healthcare,core,10-K,MDA,11,4,7,0,0,0.0,0.6364,3,0.0,0.0,heading_regex_fallback,7,11649.0
1800,ABBOTT LABORATORIES,healthcare,core,10-K,RISK_FACTORS,11,4,7,0,0,0.0,0.6364,3,0.0,0.0,heading_regex_fallback,7,4077.0
1063761,SIMON PROPERTY GROUP INC.,materials_realestate,extension,10-K,MDA,11,8,3,0,0,0.0,0.2727,3,0.0,0.0,head_keyword_absent,0,12279.0
1063761,SIMON PROPERTY GROUP INC.,materials_realestate,extension,10-K,RISK_FACTORS,11,8,3,0,0,0.0,0.2727,3,0.0,0.0,head_keyword_absent,0,11826.0
1047862,CONSOLIDATED EDISON INC,utilities,extension,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,16647.0
1047862,CONSOLIDATED EDISON INC,utilities,extension,10-K,RISK_FACTORS,11,10,1,0,0,0.0,0.0909,3,0.0,0.0,below_length_floor,0,3137.0
1051470,CROWN CASTLE INC.,materials_realestate,extension,10-K,MDA,11,11,0,0,0,0.0,0.0,3,0.0,0.0,ok,0,11538.0
