cik,name,instant,filed,val,accn,form,reason
1020569,IRON MOUNTAIN INC,2024-06-30,2025-02-14,25700000000.0,0001020569-25-000040,10-K,neighbour_jump
1020569,IRON MOUNTAIN INC,2025-06-30,2026-02-12,29800000000.0,0001020569-26-000013,10-K,neighbour_jump
1022671,STEEL DYNAMICS INC,2017-06-30,2018-02-27,5979.0,0001144204-18-011155,10-K,below_floor
1027884,CHICAGO BRIDGE & IRON CO N V,2009-06-30,2010-07-27,1207371297.0,0000950123-10-068590,10-Q,neighbour_jump
1027884,CHICAGO BRIDGE & IRON CO N V,2009-06-30,2010-10-26,1207371297.0,0000950123-10-096178,10-Q,neighbour_jump
1027884,CHICAGO BRIDGE & IRON CO N V,2010-06-30,2011-02-22,1860865306.0,0000950123-11-016599,10-K,neighbour_jump
1027884,CHICAGO BRIDGE & IRON CO N V,2010-06-30,2011-04-27,1860865306.0,0000950123-11-039479,10-Q,neighbour_jump
1027884,CHICAGO BRIDGE & IRON CO N V,2011-06-30,2012-02-24,3836282873.0,0001193125-12-075758,10-K,neighbour_jump
1027884,CHICAGO BRIDGE & IRON CO N V,2012-06-30,2013-02-28,3669123217.0,0001193125-13-080788,10-K,neighbour_jump
1027884,CHICAGO BRIDGE & IRON CO N V,2014-06-30,2015-02-25,7400000000.0,0001027884-15-000095,10-K,neighbour_jump
1027884,CHICAGO BRIDGE & IRON CO N V,2015-06-30,2016-02-26,5400000000.0,0001027884-16-000357,10-K,neighbour_jump
1027884,CHICAGO BRIDGE & IRON CO N V,2016-06-30,2017-03-01,3647052000.0,0001027884-17-000082,10-K,neighbour_jump
1027884,CHICAGO BRIDGE & IRON CO N V,2017-06-30,2018-02-21,2000000000.0,0001027884-18-000045,10-K,neighbour_jump
1029199,"EURONET WORLDWIDE, INC.",2021-06-30,2022-02-23,6.8,0001213900-22-008758,10-K,below_floor
1029199,"EURONET WORLDWIDE, INC.",2022-06-30,2023-02-22,4.7,0001213900-23-013721,10-K,below_floor
1031296,FIRSTENERGY CORP,2011-06-30,2012-02-28,18414.0,0001031296-12-000012,10-K,below_floor
1031308,BENTLEY SYSTEMS INC,2020-06-30,2021-03-02,0.0,0001628280-21-003727,10-K,zero_or_negative
1039684,ONEOK INC /NEW/,2009-06-30,2009-08-06,3.1,0001039684-09-000053,10-Q,below_floor
1039684,ONEOK INC /NEW/,2009-06-30,2009-11-05,3.1,0001039684-09-000083,10-Q,below_floor
1048911,FEDEX CORP,2008-11-28,2009-09-18,20.5,0000950123-09-044076,10-Q,below_floor
1057352,"COSTAR GROUP, INC.",2010-06-30,2011-07-28,6.58e+17,0001057352-11-000123,10-Q,above_ceiling
1059556,MOODYS CORP /DE/,2013-12-31,2014-02-27,0.0,0001193125-14-070371,10-K,zero_or_negative
1065088,EBAY INC,2019-06-28,2020-04-29,3.1354367947e+19,0001206774-20-001423,10-K/A,above_ceiling
1070750,"HOST HOTELS & RESORTS, INC.",2018-06-29,2019-02-26,1.534783559e+16,0001564590-19-004191,10-K,above_ceiling
1070750,"HOST HOTELS & RESORTS, INC.",2019-06-28,2020-02-25,1.313590246e+16,0001564590-20-006404,10-K,above_ceiling
1093557,DEXCOM INC,2013-06-30,2014-02-20,1564116891000.0,0001093557-14-000028,10-K,neighbour_jump
1095073,"EVEREST GROUP, LTD.",2011-06-30,2012-02-29,4442803000.0,0001095073-12-000013,10-K,neighbour_jump
1095073,"EVEREST GROUP, LTD.",2013-06-30,2014-03-03,6231902000.0,0001095073-14-000008,10-K,neighbour_jump
1095073,"EVEREST GROUP, LTD.",2014-06-30,2015-03-02,7332951000.0,0001095073-15-000007,10-K,neighbour_jump
1095073,"EVEREST GROUP, LTD.",2015-06-30,2016-02-29,8043482000.0,0001095073-16-000071,10-K,neighbour_jump
1095073,"EVEREST GROUP, LTD.",2016-06-30,2017-03-01,7650846000.0,0001095073-17-000011,10-K,neighbour_jump
1095073,"EVEREST GROUP, LTD.",2017-06-30,2018-03-01,10454792000.0,0001095073-18-000008,10-K,neighbour_jump
1095073,"EVEREST GROUP, LTD.",2018-06-30,2019-03-01,9417452000.0,0001095073-19-000011,10-K,neighbour_jump
1095073,"EVEREST GROUP, LTD.",2019-06-30,2020-03-02,10070237000.0,0001095073-20-000006,10-K,neighbour_jump
1095073,"EVEREST GROUP, LTD.",2020-06-30,2021-03-01,8242153000.0,0001095073-21-000006,10-K,neighbour_jump
1095073,"EVEREST GROUP, LTD.",2021-06-30,2022-02-28,10100000000.0,0001095073-22-000005,10-K,neighbour_jump
1095073,"EVEREST GROUP, LTD.",2022-06-30,2023-02-24,11000000000.0,0001095073-23-000007,10-K,neighbour_jump
1095073,"EVEREST GROUP, LTD.",2023-06-30,2024-02-28,14800000000.0,0001095073-24-000009,10-K,neighbour_jump
1095073,"EVEREST GROUP, LTD.",2024-06-30,2025-02-27,16500000000.0,0001095073-25-000015,10-K,neighbour_jump
1095073,"EVEREST GROUP, LTD.",2025-06-30,2026-02-26,14300000000.0,0001095073-26-000006,10-K,neighbour_jump
1121788,GARMIN LTD,2015-06-27,2016-02-17,5634428735000.0,0001615774-16-004243,10-K,neighbour_jump
1121788,GARMIN LTD,2017-07-01,2018-02-21,6129443292000.0,0001615774-18-001344,10-K,neighbour_jump
1121788,GARMIN LTD,2018-06-30,2019-02-20,7753502173000.0,0001615774-19-002739,10-K,neighbour_jump
1122304,AETNA INC /PA/,2008-06-30,2009-07-31,18.6,0001122304-09-000091,10-Q,below_floor
1122304,AETNA INC /PA/,2009-12-31,2010-02-26,13.7,0001122304-10-000024,10-K,below_floor
1130310,CENTERPOINT ENERGY INC,2010-06-30,2011-11-02,5507110378000000.0,0001130310-11-000061,10-Q,above_ceiling
1130310,CENTERPOINT ENERGY INC,2011-06-30,2012-05-03,8178295805000000.0,0001130310-12-000020,10-Q,above_ceiling
1136869,"ZIMMER BIOMET HOLDINGS, INC.",2020-06-30,2021-02-22,2.4675479718e+16,0001564590-21-007163,10-K,above_ceiling
1136869,"ZIMMER BIOMET HOLDINGS, INC.",2021-06-30,2022-02-25,3.3533707317e+16,0001564590-22-007160,10-K,above_ceiling
1158449,ADVANCE AUTO PARTS INC,2011-07-16,2011-08-24,4296827197000.0,0001158449-11-000033,10-Q,neighbour_jump
1158449,ADVANCE AUTO PARTS INC,2011-10-08,2011-11-16,4296827197000.0,0001158449-11-000042,10-Q,neighbour_jump
1158449,ADVANCE AUTO PARTS INC,2011-12-31,2012-02-28,4095837257000.0,0001158449-12-000029,10-K,neighbour_jump
1158449,ADVANCE AUTO PARTS INC,2012-04-21,2012-05-29,4095837257000.0,0001158449-12-000091,10-Q,neighbour_jump
1161154,"Energy Transfer Operating, L.P.",2019-12-31,2020-02-21,0.0,0001161154-20-000010,10-K,zero_or_negative
1161154,"Energy Transfer Operating, L.P.",2020-12-31,2021-02-19,0.0,0001161154-21-000032,10-K,zero_or_negative
1164727,NEWMONT Corp /DE/,2010-06-30,2011-02-24,3.0366217467e+16,0000950123-11-017350,10-K,above_ceiling
1174922,WYNN RESORTS LTD,2010-06-30,2011-03-01,5800000000.0,0001193125-11-050547,10-K,neighbour_jump
1174922,WYNN RESORTS LTD,2011-06-30,2012-02-29,11000000000.0,0001193125-12-089377,10-K,neighbour_jump
1174922,WYNN RESORTS LTD,2012-06-30,2013-03-01,8000000000.0,0001193125-13-087674,10-K,neighbour_jump
1174922,WYNN RESORTS LTD,2013-06-30,2014-02-28,10300000000.0,0001193125-14-077632,10-K,neighbour_jump
1174922,WYNN RESORTS LTD,2015-06-30,2016-02-29,7990000000.0,0001174922-16-000144,10-K,neighbour_jump
1174922,WYNN RESORTS LTD,2016-06-30,2017-02-24,7180000000.0,0001174922-17-000027,10-K,neighbour_jump
1174922,WYNN RESORTS LTD,2017-06-30,2018-02-28,10740000000.0,0001174922-18-000019,10-K,neighbour_jump
1174922,WYNN RESORTS LTD,2018-06-29,2019-02-28,16340000000.0,0001174922-19-000021,10-K,neighbour_jump
1174922,WYNN RESORTS LTD,2019-06-28,2020-02-28,12080000000.0,0001174922-20-000024,10-K,neighbour_jump
1174922,WYNN RESORTS LTD,2020-06-30,2021-02-26,7270000000.0,0001174922-21-000029,10-K,neighbour_jump
1174922,WYNN RESORTS LTD,2021-06-30,2022-02-28,12900000000.0,0001174922-22-000031,10-K,neighbour_jump
1174922,WYNN RESORTS LTD,2022-06-30,2023-02-27,5910000000.0,0001174922-23-000048,10-K,neighbour_jump
1174922,WYNN RESORTS LTD,2023-06-30,2024-02-23,10970000000.0,0001174922-24-000046,10-K,neighbour_jump
1174922,WYNN RESORTS LTD,2024-06-30,2025-02-13,9060000000.0,0001174922-25-000039,10-K,neighbour_jump
1174922,WYNN RESORTS LTD,2025-06-30,2026-03-02,9660000000.0,0001174922-26-000013,10-K,neighbour_jump
1175454,"CORPAY, INC.",2011-06-30,2012-02-29,908814063.0,0001193125-12-089630,10-K,neighbour_jump
1175454,"CORPAY, INC.",2012-06-29,2013-03-01,1714705000.0,0001193125-13-087935,10-K,neighbour_jump
1175454,"CORPAY, INC.",2014-06-30,2015-03-02,10086100000.0,0001193125-15-073581,10-K,neighbour_jump
1175454,"CORPAY, INC.",2015-06-30,2016-02-29,13498625921.0,0001193125-16-485752,10-K,neighbour_jump
1175454,"CORPAY, INC.",2016-06-30,2017-03-01,12916568362.0,0001175454-17-000005,10-K,neighbour_jump
1175454,"CORPAY, INC.",2017-06-30,2018-03-01,13172593947.0,0001175454-18-000007,10-K,neighbour_jump
1175454,"CORPAY, INC.",2018-06-30,2019-03-01,18448083043.0,0001175454-19-000004,10-K,neighbour_jump
1175454,"CORPAY, INC.",2019-06-30,2020-03-02,23926076537.0,0001175454-20-000008,10-K,neighbour_jump
1175454,"CORPAY, INC.",2020-06-30,2021-02-26,20742490287.0,0001175454-21-000022,10-K,neighbour_jump
1175454,"CORPAY, INC.",2021-06-30,2022-03-01,20626107735.0,0001628280-22-004531,10-K,neighbour_jump
1175454,"CORPAY, INC.",2021-06-30,2022-05-02,20626107735.0,0001628280-22-011785,10-K/A,neighbour_jump
1175454,"CORPAY, INC.",2022-06-30,2023-02-28,15492832955.0,0001628280-23-005444,10-K,neighbour_jump
1175454,"CORPAY, INC.",2023-06-30,2024-02-29,18017911567.0,0001628280-24-008060,10-K,neighbour_jump
1175454,"CORPAY, INC.",2024-06-30,2025-02-27,17904831658.0,0001628280-25-008746,10-K,neighbour_jump
1175454,"CORPAY, INC.",2025-06-30,2026-02-27,22608739528.0,0001175454-26-000018,10-K,neighbour_jump
1176948,Ares Management Corp,2023-06-30,2024-02-27,16519398894.0,0001628280-24-007014,10-K,neighbour_jump
1176948,Ares Management Corp,2024-06-30,2025-02-27,25545399693.0,0001628280-25-008665,10-K,neighbour_jump
1206264,SOMNIGROUP INTERNATIONAL INC.,2012-06-30,2013-02-01,1392769264000000.0,0001206264-13-000006,10-K,above_ceiling
1237831,GLOBUS MEDICAL INC,2012-06-30,2013-03-05,0.0,0001237831-13-000013,10-K,zero_or_negative
1237831,GLOBUS MEDICAL INC,2012-06-30,2013-06-13,0.0,0001237831-13-000034,10-K/A,zero_or_negative
1279363,"WELLCARE HEALTH PLANS, INC.",2011-06-30,2012-02-15,1e+18,0001279363-12-000012,10-K,above_ceiling
1285785,MOSAIC CO,2009-11-30,2010-10-29,8.64,0001193125-10-240904,10-Q/A,below_floor
1285785,MOSAIC CO,2010-11-30,2011-01-06,10.81,0001193125-11-002810,10-Q,below_floor
1285785,MOSAIC CO,2010-11-30,2011-03-31,10.81,0001193125-11-084494,10-Q,below_floor
1285785,MOSAIC CO,2010-11-30,2011-09-29,10.81,0001193125-11-260021,10-Q,below_floor
1286681,DOMINOS PIZZA INC,2022-06-19,2023-02-23,13537240820000.0,0000950170-23-003938,10-K,above_ceiling
1286681,DOMINOS PIZZA INC,2023-06-18,2024-02-26,11569716092000.0,0000950170-24-019725,10-K,above_ceiling
1287865,MEDICAL PROPERTIES TRUST INC,2009-06-30,2011-05-10,0.0,0000950123-11-048292,10-Q,zero_or_negative
1300514,LAS VEGAS SANDS CORP,2010-06-30,2010-08-09,0.0,0000950123-10-074550,10-Q,zero_or_negative
1308606,"SPIRIT REALTY CAPITAL, INC.",2011-06-30,2012-03-30,0.0,0001193125-12-143014,10-K,zero_or_negative
1308606,"SPIRIT REALTY CAPITAL, INC.",2012-06-30,2013-03-07,0.0,0001308606-13-000004,10-K,zero_or_negative
1317630,ITC Holdings Corp.,2017-06-30,2018-02-15,0.0,0001317630-18-000005,10-K,zero_or_negative
1317630,ITC Holdings Corp.,2018-06-30,2019-02-15,0.0,0001317630-19-000003,10-K,zero_or_negative
1317630,ITC Holdings Corp.,2019-06-30,2020-02-13,0.0,0001317630-20-000004,10-K,zero_or_negative
1317630,ITC Holdings Corp.,2020-06-30,2021-02-12,0.0,0001317630-21-000008,10-K,zero_or_negative
1317630,ITC Holdings Corp.,2021-12-31,2022-02-11,0.0,0001317630-22-000003,10-K,zero_or_negative
1317630,ITC Holdings Corp.,2022-06-30,2023-02-10,0.0,0001317630-23-000004,10-K,zero_or_negative
1317630,ITC Holdings Corp.,2023-06-30,2024-02-09,0.0,0001317630-24-000005,10-K,zero_or_negative
1317630,ITC Holdings Corp.,2024-06-30,2025-02-14,0.0,0001317630-25-000002,10-K,zero_or_negative
1317630,ITC Holdings Corp.,2025-06-30,2026-02-12,0.0,0001317630-26-000006,10-K,zero_or_negative
1321732,Penumbra Inc,2015-06-30,2016-03-08,0.0,0001628280-16-012417,10-K,zero_or_negative
1329842,Federal Home Loan Bank of New York,2012-06-30,2013-03-25,0.0,0001104659-13-024066,10-K,zero_or_negative
1329842,Federal Home Loan Bank of New York,2013-06-30,2014-03-24,0.0,0001104659-14-022246,10-K,zero_or_negative
1329842,Federal Home Loan Bank of New York,2014-06-30,2015-03-23,0.0,0001104659-15-021659,10-K,zero_or_negative
1329842,Federal Home Loan Bank of New York,2015-06-30,2016-03-21,0.0,0001104659-16-106664,10-K,zero_or_negative
1329842,Federal Home Loan Bank of New York,2016-06-30,2017-03-22,0.0,0001104659-17-018378,10-K,zero_or_negative
1329842,Federal Home Loan Bank of New York,2017-06-30,2018-03-22,0.0,0001104659-18-019592,10-K,zero_or_negative
1329842,Federal Home Loan Bank of New York,2018-06-30,2019-03-21,0.0,0001104659-19-016606,10-K,zero_or_negative
1329842,Federal Home Loan Bank of New York,2019-06-30,2020-03-20,0.0,0001104659-20-036929,10-K,zero_or_negative
1329842,Federal Home Loan Bank of New York,2020-06-30,2021-03-19,0.0,0001104659-21-039199,10-K,zero_or_negative
1329842,Federal Home Loan Bank of New York,2021-06-30,2022-03-22,0.0,0001104659-22-036626,10-K,zero_or_negative
1329842,Federal Home Loan Bank of New York,2022-06-30,2023-03-17,0.0,0001104659-23-033789,10-K,zero_or_negative
1329842,Federal Home Loan Bank of New York,2023-06-30,2024-03-21,0.0,0001410578-24-000259,10-K,zero_or_negative
1329842,Federal Home Loan Bank of New York,2024-06-30,2025-03-21,0.0,0001410578-25-000409,10-K,zero_or_negative
1329842,Federal Home Loan Bank of New York,2025-06-30,2026-03-20,0.0,0001329842-26-000005,10-K,zero_or_negative
1332349,Brookdale Senior Living Inc.,2024-06-30,2025-04-29,1.3,0001193125-25-103994,10-K/A,below_floor
1341766,"Celsius Holdings, Inc.",2022-06-30,2023-04-19,4935115169000.0,0001829126-23-002816,10-K/A,neighbour_jump
1378992,"BERRY GLOBAL GROUP, INC.",2012-03-31,2012-12-17,0.0,0000919465-12-000024,10-K,zero_or_negative
1389170,Targa Resources Corp.,2013-06-28,2014-02-14,2119.3,0001140361-14-007923,10-K,below_floor
1393311,Public Storage,2009-06-30,2009-08-10,10093560000.0,0001393311-09-000025,10-Q/A,neighbour_jump
1393311,Public Storage,2009-09-30,2009-11-09,10093560000.0,0001393311-09-000035,10-Q,neighbour_jump
1393311,Public Storage,2009-12-31,2010-03-01,10093560000.0,0001393311-10-000004,10-K,neighbour_jump
1393311,Public Storage,2010-06-30,2011-03-01,12341151000.0,0001393311-11-000011,10-K,neighbour_jump
1393311,Public Storage,2011-06-30,2012-02-27,16077731000.0,0001393311-12-000013,10-K,neighbour_jump
1393311,Public Storage,2012-06-30,2013-02-26,20712158000.0,0001393311-13-000004,10-K,neighbour_jump
1393311,Public Storage,2013-06-30,2014-02-26,22171992000.0,0001393311-14-000009,10-K,neighbour_jump
1393311,Public Storage,2014-06-30,2015-02-25,24958344000.0,0001393311-15-000005,10-K,neighbour_jump
1393311,Public Storage,2015-06-30,2016-02-29,27061855000.0,0001393311-16-000036,10-K,neighbour_jump
1393311,Public Storage,2016-06-30,2017-03-01,37898005000.0,0001393311-17-000008,10-K,neighbour_jump
1393311,Public Storage,2017-06-30,2018-03-01,31047469000.0,0001393311-18-000004,10-K,neighbour_jump
1393311,Public Storage,2018-06-30,2019-02-27,33830475000.0,0001393311-19-000004,10-K,neighbour_jump
1393311,Public Storage,2019-06-30,2020-02-25,35489494000.0,0001393311-20-000008,10-K,neighbour_jump
1393311,Public Storage,2020-06-30,2021-02-24,29116505000.0,0001562762-21-000058,10-K,neighbour_jump
1393311,Public Storage,2021-06-30,2022-02-22,45156391000.0,0001393311-22-000010,10-K,neighbour_jump
1393311,Public Storage,2022-06-30,2023-02-21,47054755000.0,0001393311-23-000012,10-K,neighbour_jump
1393311,Public Storage,2023-06-30,2024-02-20,43990689000.0,0001393311-24-000043,10-K,neighbour_jump
1393311,Public Storage,2024-06-28,2025-02-24,43242396000.0,0001393311-25-000036,10-K,neighbour_jump
1393311,Public Storage,2025-06-30,2026-02-12,44239441000.0,0001628280-26-007696,10-K,neighbour_jump
1398702,"Electronic Cigarettes International Group, Ltd.",2011-06-30,2012-05-18,19506.0,0001354488-12-002718,10-Q,below_floor
1398702,"Electronic Cigarettes International Group, Ltd.",2012-04-13,2012-04-16,19506.0,0001354488-12-001875,10-K,below_floor
1402057,CDW Corp,2012-12-31,2013-03-08,0.0,0001402057-13-000003,10-K,zero_or_negative
1402057,CDW Corp,2012-12-31,2013-11-08,0.0,0001193125-13-435345,10-K/A,zero_or_negative
1404655,HUBSPOT INC,2014-06-30,2015-03-05,0.0,0001193125-15-079000,10-K,zero_or_negative
1404655,HUBSPOT INC,2022-06-30,2023-02-16,13710448147000.0,0000950170-23-003077,10-K,above_ceiling
1404655,HUBSPOT INC,2023-06-30,2024-02-14,25412807293000.0,0000950170-24-015277,10-K,above_ceiling
1404655,HUBSPOT INC,2024-06-30,2025-02-12,29007475839000.0,0000950170-25-018873,10-K,above_ceiling
1409970,"Happen, Inc.",2011-06-30,2011-09-13,0.0,0000950123-11-084233,10-Q/A,zero_or_negative
1409970,"Happen, Inc.",2012-03-31,2012-06-29,0.0,0001193125-12-290153,10-K,zero_or_negative
1409970,"Happen, Inc.",2012-06-30,2013-04-01,0.0,0001193125-13-136975,10-K,zero_or_negative
1409970,"Happen, Inc.",2013-06-30,2014-03-31,0.0,0001193125-14-124211,10-K,zero_or_negative
1411494,"Apollo Asset Management, Inc.",2022-06-30,2023-03-01,0.0,0001411494-23-000010,10-K,zero_or_negative
1411579,"AMC ENTERTAINMENT HOLDINGS, INC.",2021-06-30,2022-03-01,29095558003.0,0001558370-22-002577,10-K,neighbour_jump
1418135,Keurig Dr Pepper Inc.,2010-06-30,2011-02-22,8930084770000000.0,0001445305-11-000302,10-K,above_ceiling
1419612,"SOLAREDGE TECHNOLOGIES, INC.",2014-12-31,2015-08-20,0.0,0001178913-15-002692,10-K,zero_or_negative
1419612,"SOLAREDGE TECHNOLOGIES, INC.",2021-06-30,2023-02-22,15.1,0001178913-23-000707,10-K,below_floor
1428439,"ROKU, INC",2017-06-30,2018-03-01,0.0,0001564590-18-004134,10-K,zero_or_negative
1428439,"ROKU, INC",2018-06-30,2019-03-01,2857084378000000.0,0001564590-19-005829,10-K,above_ceiling
1430602,"Scripps Networks Interactive, Inc.",2012-06-30,2014-05-08,0.0,0001193125-14-190147,10-Q,zero_or_negative
1430602,"Scripps Networks Interactive, Inc.",2012-06-30,2014-08-07,0.0,0001193125-14-300675,10-Q,zero_or_negative
1430602,"Scripps Networks Interactive, Inc.",2013-03-31,2013-05-09,0.0,0001193125-13-211236,10-Q,zero_or_negative
1434316,FATE THERAPEUTICS INC,2013-12-31,2014-03-17,0.0,0001047469-14-002516,10-K,zero_or_negative
1434316,FATE THERAPEUTICS INC,2022-06-30,2023-02-28,2340000000000.0,0000950170-23-005067,10-K,neighbour_jump
1434316,FATE THERAPEUTICS INC,2023-06-30,2024-02-26,462000000000.0,0000950170-24-020158,10-K,neighbour_jump
1443646,Booz Allen Hamilton Holding Corp,2010-09-30,2011-08-10,0.0,0000950123-11-075542,10-Q,zero_or_negative
1443646,Booz Allen Hamilton Holding Corp,2010-09-30,2011-11-03,0.0,0001193125-11-294991,10-Q,zero_or_negative
1469372,MSG NETWORKS INC.,2018-12-31,2019-08-21,1400.0,0001469372-19-000015,10-K,below_floor
1472787,First American Financial Corp,2018-06-30,2019-02-20,5602927038000.0,0001564590-19-003456,10-K,neighbour_jump
1472787,First American Financial Corp,2019-06-30,2020-02-18,5843780151000.0,0001564590-20-005064,10-K,neighbour_jump
1472787,First American Financial Corp,2020-06-30,2021-02-17,5183749234000.0,0001564590-21-006163,10-K,neighbour_jump
1472787,First American Financial Corp,2021-06-30,2022-02-17,6620544646000000.0,0001564590-22-005550,10-K,above_ceiling
1472787,First American Financial Corp,2022-06-30,2023-02-15,5358609470000000.0,0000950170-23-002816,10-K,above_ceiling
1472787,First American Financial Corp,2023-06-30,2024-02-21,5676971916000000.0,0000950170-24-017418,10-K,above_ceiling
1472787,First American Financial Corp,2024-06-30,2025-02-21,5346932596000000.0,0000950170-25-024488,10-K,above_ceiling
1478242,IQVIA HOLDINGS INC.,2017-06-30,2018-02-16,1.2189011444e+16,0001564590-18-002340,10-K,above_ceiling
1482512,"Hudson Pacific Properties, Inc.",2011-06-30,2012-03-14,351600000000.0,0001482512-12-000020,10-K,neighbour_jump
1487522,"InnoVision Labs, Inc",2015-06-30,2016-03-25,5404496000.0,0001615774-16-004617,10-K,neighbour_jump
1491675,"COCA-COLA EUROPEAN PARTNERS US, LLC",2010-07-02,2011-02-14,0.0,0001193125-11-033197,10-K,zero_or_negative
1496048,Brookfield Property REIT Inc.,2018-06-30,2019-03-01,0.0,0001496048-19-000003,10-K,zero_or_negative
1498828,Howard Hughes Corp,2023-06-30,2024-02-27,0.0,0001628280-24-007218,10-K,zero_or_negative
1498828,Howard Hughes Corp,2024-06-30,2025-02-28,0.0,0001628280-25-009083,10-K,zero_or_negative
1498828,Howard Hughes Corp,2025-06-30,2026-02-26,0.0,0001628280-26-012239,10-K,zero_or_negative
1500435,"GoPro, Inc.",2017-06-30,2018-02-16,868700000000.0,0001500435-18-000010,10-K,neighbour_jump
1500435,"GoPro, Inc.",2017-06-30,2018-05-04,868700000000.0,0001500435-18-000023,10-Q,neighbour_jump
1500435,"GoPro, Inc.",2017-06-30,2018-08-03,868700000000.0,0001500435-18-000038,10-Q,neighbour_jump
1500435,"GoPro, Inc.",2018-09-30,2018-11-02,868700000000.0,0001500435-18-000049,10-Q,neighbour_jump
1504747,Swisher Hygiene Inc.,2013-06-28,2014-03-17,102256486000.0,0001354488-14-001224,10-K,neighbour_jump
1504747,Swisher Hygiene Inc.,2014-06-30,2015-04-01,53344243000.0,0001354488-15-001539,10-K,neighbour_jump
1504747,Swisher Hygiene Inc.,2015-06-30,2016-03-15,13062751000.0,0001354488-16-006587,10-K,neighbour_jump
1506307,"KINDER MORGAN, INC.",2010-06-30,2011-08-25,0.0,0001506307-11-000097,10-Q/A,zero_or_negative
1506307,"KINDER MORGAN, INC.",2010-06-30,2011-11-02,0.0,0001506307-11-000128,10-Q,zero_or_negative
1507385,"VEREIT, Inc.",2011-06-30,2012-03-19,0.0,0001507385-12-000004,10-K,zero_or_negative
1519751,"Fortune Brands Innovations, Inc.",2011-06-30,2012-02-22,0.0,0001193125-12-072886,10-K,zero_or_negative
1524358,MARRIOTT VACATIONS WORLDWIDE Corp,2011-06-17,2012-03-21,0.0,0001193125-12-125188,10-K,zero_or_negative
1524472,Xylem Inc.,2012-01-10,2012-02-28,0.0,0001193125-12-084766,10-K,zero_or_negative
1526520,"TripAdvisor, Inc.",2011-06-30,2012-03-15,0.0,0001193125-12-117448,10-K,zero_or_negative
1527469,Athene Holding Ltd.,2016-06-30,2017-03-16,0.0,0001527469-17-000011,10-K,zero_or_negative
1527469,Athene Holding Ltd.,2022-06-30,2023-03-01,0.0,0001527469-23-000014,10-K,zero_or_negative
1527469,Athene Holding Ltd.,2023-06-30,2024-02-27,0.0,0001527469-24-000021,10-K,zero_or_negative
1527469,Athene Holding Ltd.,2024-06-30,2025-02-24,0.0,0001527469-25-000016,10-K,zero_or_negative
1527469,Athene Holding Ltd.,2025-06-30,2026-02-25,0.0,0001527469-26-000013,10-K,zero_or_negative
1530721,Capri Holdings Ltd,2012-03-31,2012-06-12,0.0,0001193125-12-268316,20-F,zero_or_negative
1538990,STORE CAPITAL LLC,2022-06-30,2023-03-22,0.0,0001558370-23-004357,10-K,zero_or_negative
1538990,STORE CAPITAL LLC,2023-06-30,2024-03-15,0.0,0000950170-24-031778,10-K,zero_or_negative
1538990,STORE CAPITAL LLC,2024-06-30,2025-03-05,0.0,0000950170-25-033855,10-K,zero_or_negative
1538990,STORE CAPITAL LLC,2025-06-30,2026-03-06,0.0,0001193125-26-094474,10-K,zero_or_negative
1551182,Eaton Corp plc,2012-09-30,2012-11-14,0.0,0001551182-12-000004,10-Q,zero_or_negative
1552000,MPLX LP,2012-06-30,2013-03-25,0.0,0001193125-13-124428,10-K,zero_or_negative
1552033,TransUnion,2013-06-30,2014-02-27,0.0,0001552033-14-000018,10-K,zero_or_negative
1552033,TransUnion,2014-06-30,2015-03-30,0.0,0001552033-15-000013,10-K,zero_or_negative
1555365,WHITEWAVE FOODS Co,2012-06-29,2013-02-19,0.0,0001193125-13-063115,10-K,zero_or_negative
1562088,"Duolingo, Inc.",2021-06-30,2022-03-04,0.0,0001562088-22-000039,10-K,zero_or_negative
1562401,American Homes 4 Rent,2013-12-31,2014-03-26,0.0,0001193125-14-116022,10-K,zero_or_negative
1567514,"Intra-Cellular Therapies, Inc.",2013-03-31,2013-07-16,0.0,0001213900-13-003641,10-K,zero_or_negative
1567892,Keenova Therapeutics plc,2013-03-29,2013-12-13,0.0,0001567892-13-000029,10-K,zero_or_negative
1567892,Keenova Therapeutics plc,2025-06-27,2026-04-15,0.0,0001628280-26-025238,10-K,zero_or_negative
1571283,"Rexford Industrial Realty, Inc.",2014-03-14,2014-03-20,0.0,0001564590-14-000932,10-K,zero_or_negative
1571996,Dell Technologies Inc.,2016-07-29,2017-03-31,0.0,0001571996-17-000004,10-K,zero_or_negative
1573097,"HD Supply Holdings, Inc.",2014-02-02,2014-03-25,0.0,0001047469-14-002899,10-K,zero_or_negative
1573097,"HD Supply Holdings, Inc.",2014-08-03,2015-03-24,0.0,0001047469-15-002613,10-K,zero_or_negative
1574300,"MobilityPay Holdings, Inc.",2014-03-31,2014-06-04,0.0,0001574300-14-000005,10-K,zero_or_negative
1575515,"Sprouts Farmers Market, Inc.",2013-06-30,2014-02-27,0.0,0001193125-14-073116,10-K,zero_or_negative
1576280,"Guardant Health, Inc.",2018-06-30,2019-03-19,0.0,0001628280-19-003139,10-K,zero_or_negative
1578318,"Envision Healthcare Holdings, Inc.",2013-06-30,2014-03-14,0.0,0001047469-14-002412,10-K,zero_or_negative
1579298,"Burlington Stores, Inc.",2013-08-02,2014-03-31,0.0,0001193125-14-124097,10-K,zero_or_negative
1581068,Brixmor Property Group Inc.,2013-06-30,2014-03-12,0.0,0001581068-14-000008,10-K,zero_or_negative
