cluster,cluster_n,cik,company_name,form,section_type,reason_code,accession_number,filing_date,error,cur_heading,dash_heading,item_kw_within_60,bare_title_line,kw_anywhere,combined_items_row,combined_items_with_kw,title_then_itemlabel,item_token_count,crossref_index,words,n_anchors,anchor_items,target_in_toc,target_toc_row_has_kw,dialect,probed,weight
773840|10-K|MDA|item_absent_from_toc,7,773840,HONEYWELL INTERNATIONAL INC,10-K,MDA,item_absent_from_toc,0000930413-18-000292,2018-02-09,,4,4,4,2,6,0,0,0,4,0,46625,21,"11,12,13,14,16,1A,1B,2,3,4,6,7,7A,8,9,9A,9B",1,1,D_other_absent,2,3.5
773840|10-K|RISK_FACTORS|item_absent_from_toc,7,773840,HONEYWELL INTERNATIONAL INC,10-K,RISK_FACTORS,item_absent_from_toc,0000930413-18-000292,2018-02-09,,2,2,2,2,4,0,0,0,3,0,46625,21,"11,12,13,14,16,1A,1B,2,3,4,6,7,7A,8,9,9A,9B",1,1,D_other_absent,2,3.5
936402|10-Q|MDA|item_absent_from_toc,1,936402,Shire plc,10-Q,MDA,item_absent_from_toc,0000936402-18-000013,2018-04-26,,2,2,2,0,4,0,0,0,4,0,21911,24,"1,1A,2,3,4,5,6",1,1,D_other_absent,1,1.0
1034054|10-Q|MDA|item_absent_from_toc,3,1034054,SBA COMMUNICATIONS CORP,10-Q,MDA,item_absent_from_toc,0001034054-16-000020,2016-05-10,,1,1,1,2,3,0,0,0,3,0,17792,2,"2,6",1,0,D14_toc_row_kw_mismatch,1,3.0
315189|10-K|MDA|item_absent_from_toc,2,315189,DEERE & CO,10-K,MDA,item_absent_from_toc,0001047469-16-017244,2016-12-19,,2,2,3,3,7,0,0,0,3,0,53519,3,15,0,0,D11_item_no_not_row_prefix,1,2.0
315189|10-K|RISK_FACTORS|item_absent_from_toc,2,315189,DEERE & CO,10-K,RISK_FACTORS,item_absent_from_toc,0001047469-16-017244,2016-12-19,,2,2,3,2,6,0,0,0,3,0,53519,3,15,0,0,D11_item_no_not_row_prefix,1,2.0
86312|10-K|MDA|item_absent_from_toc,3,86312,"TRAVELERS COMPANIES, INC.",10-K,MDA,item_absent_from_toc,0001047469-17-000695,2017-02-16,,1,22,22,2,23,0,0,0,22,0,131693,65,"1,10,11,13,14,15,16,1A,1B,2,3,4,6,7A,8,9A,9B",0,0,D11_item_no_not_row_prefix,1,3.0
1108524|10-Q|MDA|item_absent_from_toc,8,1108524,"Salesforce, Inc.",10-Q,MDA,item_absent_from_toc,0001108524-16-000128,2016-11-21,,2,2,2,1,3,0,0,0,4,0,52566,21,"1,1A,2,3,4,5,6",1,1,D_other_absent,2,4.0
1108524|10-Q|MDA|item_absent_from_toc,8,1108524,"Salesforce, Inc.",10-Q,MDA,item_absent_from_toc,0001108524-17-000020,2017-08-25,,2,2,2,1,3,0,0,0,4,0,44059,21,"1,1A,2,3,4,5,6",1,1,D_other_absent,2,4.0
1136893|10-K|MDA|item_absent_from_toc,5,1136893,"Fidelity National Information Services, Inc.",10-K,MDA,item_absent_from_toc,0001136893-17-000008,2017-02-23,,3,3,4,4,5,0,0,0,4,0,58996,64,"1,10,11,12,13,14,15,1A,1B,2,3,4,5,6,7,7A,8,9,9A,9B",1,1,D_other_absent,2,2.5
1136893|10-K|RISK_FACTORS|item_absent_from_toc,5,1136893,"Fidelity National Information Services, Inc.",10-K,RISK_FACTORS,item_absent_from_toc,0001136893-17-000008,2017-02-23,,2,2,2,2,4,0,0,0,2,0,58996,64,"1,10,11,12,13,14,15,1A,1B,2,3,4,5,6,7,7A,8,9,9A,9B",1,1,D_other_absent,2,2.5
1136893|10-K|MDA|item_absent_from_toc,5,1136893,"Fidelity National Information Services, Inc.",10-K,MDA,item_absent_from_toc,0001136893-18-000011,2018-02-22,,3,3,4,4,5,0,0,0,4,0,58449,67,"1,10,11,12,13,14,15,16,1A,1B,2,3,4,5,6,7,7A,8,9,9A,9B",1,1,D_other_absent,2,2.5
1136893|10-K|RISK_FACTORS|item_absent_from_toc,5,1136893,"Fidelity National Information Services, Inc.",10-K,RISK_FACTORS,item_absent_from_toc,0001136893-20-000032,2020-02-20,,2,2,2,2,4,0,0,0,3,0,70223,67,"1,10,11,12,13,14,15,16,1A,1B,2,3,4,5,6,7,7A,8,9,9A,9B",1,1,D_other_absent,2,2.5
1618921|10-K|RISK_FACTORS|item_absent_from_toc,1,1618921,"Walgreens Boots Alliance, Inc.",10-K,RISK_FACTORS,item_absent_from_toc,0001140361-16-083198,2016-10-20,,2,2,3,2,8,0,0,0,6,0,70500,22,"1,10,11,12,13,14,15,1A,1B,2,3,4,5,6,7,7A,8,9,9A,9B",1,1,D_other_absent,1,1.0
713676|10-Q|MDA|item_absent_from_toc,2,713676,"PNC FINANCIAL SERVICES GROUP, INC.",10-Q,MDA,item_absent_from_toc,0001193125-15-277885,2015-08-05,,1,1,1,1,1,1,0,0,4,1,87894,107,"1,10,11,12,13,14,16,17,18,19,1A,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,46,47,48,49,5,52,53,54,55,56,57,58,6,60,61,62,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,85,86,87,88,89,9,90,91,93,94,95,96,97,98,99",1,1,D_other_absent,1,2.0
1105705|10-Q|MDA|item_absent_from_toc,9,1105705,"WARNER MEDIA, LLC",10-Q,MDA,item_absent_from_toc,0001193125-15-278166,2015-08-05,,0,0,0,22,22,0,0,0,2,0,26076,5,"1,1A,2,4,6",1,0,D14_toc_row_kw_mismatch,2,4.5
6769|10-Q|MDA|no_toc_and_no_heading_match,2,6769,APACHE CORP,10-Q,MDA,no_toc_and_no_heading_match,0001193125-15-368662,2015-11-06,,0,1,1,1,3,2,0,0,3,0,19591,0,,0,0,D9_dash_separator_heading,1,2.0
1489393|10-K|MDA|item_absent_from_toc,3,1489393,LyondellBasell Industries N.V.,10-K,MDA,item_absent_from_toc,0001193125-16-465311,2016-02-16,,2,2,2,2,6,1,0,0,2,0,72220,44,"1,10,11,12,13,14,15,16,17,18,19,1A,1B,2,20,21,22,23,24,3,4,5,6,7,7A,8,9,9A,9B",1,0,D14_toc_row_kw_mismatch,1,3.0
1105705|10-Q|MDA|item_absent_from_toc,9,1105705,"WARNER MEDIA, LLC",10-Q,MDA,item_absent_from_toc,0001193125-17-245363,2017-08-02,,0,0,0,22,22,0,0,0,2,0,27809,4,"1A,2,4,6",1,0,D14_toc_row_kw_mismatch,2,4.5
1137789|10-K|MDA|item_absent_from_toc,1,1137789,Seagate Technology Holdings plc,10-K,MDA,item_absent_from_toc,0001193125-17-248796,2017-08-04,,2,2,2,2,4,1,0,0,2,0,60667,16,"1,10,11,14,15,1A,1B,2,3,4,6,7A,8,9,9A,9B",0,0,D11_item_no_not_row_prefix,1,1.0
895421|10-K|RISK_FACTORS|item_absent_from_toc,9,895421,MORGAN STANLEY,10-K,RISK_FACTORS,item_absent_from_toc,0001193125-18-060831,2018-02-27,,0,0,0,2,22,0,0,0,0,0,128539,25,"1,10,11,12,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,7,8,9",0,0,D11_item_no_not_row_prefix,2,4.5
1163165|10-K|MDA|item_absent_from_toc,3,1163165,CONOCOPHILLIPS,10-K,MDA,item_absent_from_toc,0001193125-19-043841,2019-02-19,,1,1,2,3,13,2,0,0,2,0,92720,23,"1,10,11,13,14,15,1A,1B,3,4,6,7A,8,9,9A,9B",0,0,D11_item_no_not_row_prefix,1,3.0
732717|10-K|MDA|item_absent_from_toc,1,732717,AT&T INC.,10-K,MDA,item_absent_from_toc,0001193125-19-045608,2019-02-20,,1,1,1,2,2,0,0,0,1,0,15224,17,"1,10,11,14,15,1A,2,3,4,6,7A,8,9,9A,9B",0,0,D11_item_no_not_row_prefix,1,1.0
895421|10-K|MDA|item_absent_from_toc,9,895421,MORGAN STANLEY,10-K,MDA,item_absent_from_toc,0001193125-19-051943,2019-02-26,,0,0,0,40,56,0,0,0,0,0,123420,22,"1,10,11,12,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,8,9",0,0,D11_item_no_not_row_prefix,2,4.5
36104|10-Q|MDA|no_toc_and_no_heading_match,27,36104,US BANCORP \DE\,10-Q,MDA,no_toc_and_no_heading_match,0001193125-19-287486,2019-11-08,,0,0,0,1,16,0,0,0,4,0,50507,0,,0,0,D15_title_present_item_label_far,2,13.5
36104|10-Q|MDA|no_toc_and_no_heading_match,27,36104,US BANCORP \DE\,10-Q,MDA,no_toc_and_no_heading_match,0001193125-20-286983,2020-11-05,,0,0,0,1,11,0,0,0,4,0,55877,0,,0,0,D15_title_present_item_label_far,2,13.5
1283699|10-Q|MDA|item_absent_from_toc,1,1283699,"T-Mobile US, Inc.",10-Q,MDA,item_absent_from_toc,0001283699-17-000022,2017-04-24,,2,2,2,1,3,0,0,0,4,0,21103,38,"1,1A,2,3,4,5,6",1,1,D_other_absent,1,1.0
1358071|10-K|MDA|item_absent_from_toc,2,1358071,CONCHO RESOURCES INC,10-K,MDA,item_absent_from_toc,0001358071-18-000008,2018-02-21,,3,3,3,1,4,0,0,0,3,0,74910,31,"1,10,11,12,13,14,15,16,1A,1B,2,3,4,5,6,7,7A,8,9,9A,9B",1,1,D_other_absent,1,2.0
1358071|10-K|RISK_FACTORS|item_absent_from_toc,2,1358071,CONCHO RESOURCES INC,10-K,RISK_FACTORS,item_absent_from_toc,0001358071-18-000008,2018-02-21,,6,6,6,1,8,0,0,0,6,0,74910,31,"1,10,11,12,13,14,15,16,1A,1B,2,3,4,5,6,7,7A,8,9,9A,9B",1,1,D_other_absent,1,2.0
1390777|10-Q|MDA|item_absent_from_toc,34,1390777,Bank of New York Mellon Corp,10-Q,MDA,item_absent_from_toc,0001390777-19-000080,2019-08-07,,0,0,0,0,2,2,2,0,2,0,57529,12,"1,2,4,6",1,0,D10_combined_item_toc_row,2,17.0
1390777|10-Q|MDA|item_absent_from_toc,34,1390777,Bank of New York Mellon Corp,10-Q,MDA,item_absent_from_toc,0001390777-25-000084,2025-05-02,,0,0,0,0,2,2,2,0,2,0,53291,14,"1,2,4,5,6",1,0,D10_combined_item_toc_row,2,17.0
1413329|10-K|RISK_FACTORS|item_absent_from_toc,5,1413329,Philip Morris International Inc.,10-K,RISK_FACTORS,item_absent_from_toc,0001413329-16-000076,2016-02-17,,6,6,6,6,9,0,0,0,6,0,75645,40,"1,10,11,12,13,14,15,1A,1B,2,3,4,5,6,7,7A,8,9,9A,9B",1,1,D_other_absent,2,2.5
1413329|10-K|RISK_FACTORS|item_absent_from_toc,5,1413329,Philip Morris International Inc.,10-K,RISK_FACTORS,item_absent_from_toc,0001413329-18-000007,2018-02-13,,5,5,5,5,8,0,0,0,5,0,64670,40,"1,10,11,12,13,14,15,1A,1B,2,3,4,5,6,7,7A,8,9,9A,9B",1,1,D_other_absent,2,2.5
1413329|10-K|MDA|item_absent_from_toc,5,1413329,Philip Morris International Inc.,10-K,MDA,item_absent_from_toc,0001413329-19-000007,2019-02-07,,3,3,3,3,3,0,0,0,11,0,65271,40,"1,10,11,12,13,14,15,1A,1B,2,3,4,5,6,7,7A,8,9,9A,9B",1,1,D_other_absent,2,2.5
1413329|10-K|MDA|item_absent_from_toc,5,1413329,Philip Morris International Inc.,10-K,MDA,item_absent_from_toc,0001413329-20-000007,2020-02-07,,6,6,6,5,6,0,0,0,14,0,67342,40,"1,10,11,12,13,14,15,1A,1B,2,3,4,5,6,7,7A,8,9,9A,9B",1,1,D_other_absent,2,2.5
24741|10-K|MDA|item_absent_from_toc,9,24741,CORNING INC /NY,10-K,MDA,item_absent_from_toc,0001437749-24-003735,2024-02-12,,1,1,1,0,6,0,0,0,1,0,52101,53,"1,10,11,12,13,14,15,16,17,2,3,4,5,6,7,8,9",1,0,D14_toc_row_kw_mismatch,2,4.5
1483096|10-K|RISK_FACTORS|item_absent_from_toc,1,1483096,WILLIAMS PARTNERS L.P.,10-K,RISK_FACTORS,item_absent_from_toc,0001483096-16-000021,2016-02-26,,2,2,2,3,12,0,0,0,2,0,94767,42,"1,10,11,12,13,14,15,1A,1B,2,3,4,5,6,7,7A,8,9,9A,9B",1,1,D_other_absent,1,1.0
1539838|10-Q|MDA|item_absent_from_toc,1,1539838,"Diamondback Energy, Inc.",10-Q,MDA,item_absent_from_toc,0001539838-15-000037,2015-08-10,,2,2,2,1,2,0,0,0,2,0,27184,19,"1,1A,2,3,4,6",1,1,D_other_absent,1,1.0
1555280|10-K|MDA|item_absent_from_toc,2,1555280,Zoetis Inc.,10-K,MDA,item_absent_from_toc,0001555280-16-000344,2016-02-24,,7,7,7,3,8,0,0,0,7,0,95393,46,"1,10,11,12,13,14,15,1A,1B,2,3,4,5,6,7,7A,8,9,9A,9B",1,1,D_other_absent,1,2.0
1555280|10-K|RISK_FACTORS|item_absent_from_toc,2,1555280,Zoetis Inc.,10-K,RISK_FACTORS,item_absent_from_toc,0001555280-17-000044,2017-02-16,,4,4,4,1,4,0,0,0,4,0,79035,48,"1,10,11,12,13,14,15,16,1A,1B,2,3,4,5,6,7,7A,8,9,9A,9B",1,1,D_other_absent,1,2.0
1099590|10-Q|MDA|item_absent_from_toc,10,1099590,MERCADOLIBRE INC,10-Q,MDA,item_absent_from_toc,0001562762-16-000383,2016-05-06,,0,2,2,0,4,0,0,0,3,0,34107,1,1,0,0,D11_item_no_not_row_prefix,2,5.0
1099590|10-Q|MDA|item_absent_from_toc,10,1099590,MERCADOLIBRE INC,10-Q,MDA,item_absent_from_toc,0001562762-18-000323,2018-11-02,,0,2,2,0,4,0,0,0,3,0,37292,1,1,0,0,D11_item_no_not_row_prefix,2,5.0
24741|10-K|MDA|item_absent_from_toc,9,24741,CORNING INC /NY,10-K,MDA,item_absent_from_toc,0001562762-21-000023,2021-02-12,,1,1,1,0,5,0,0,0,1,0,62241,21,"1,10,11,12,13,14,15,16,17,18,19,2,20,3,4,5,6,7,8,9",1,0,D14_toc_row_kw_mismatch,2,4.5
24741|10-K|RISK_FACTORS|item_absent_from_toc,9,24741,CORNING INC /NY,10-K,RISK_FACTORS,item_absent_from_toc,0001562762-21-000023,2021-02-12,,1,1,1,0,3,0,0,0,1,0,62241,21,"1,10,11,12,13,14,15,16,17,18,19,2,20,3,4,5,6,7,8,9",0,0,D11_item_no_not_row_prefix,2,4.5
87347|10-Q|RISK_FACTORS|anchor_span_below_min_chars,11,87347,SLB LIMITED/NV,10-Q,RISK_FACTORS,anchor_span_below_min_chars,0001564590-16-026174,2016-10-26,,2,2,2,1,3,0,0,0,3,0,12168,11,"1,1A,2,3,4,5,6",1,1,anchor_span_below_min_chars,2,5.5
87347|10-Q|RISK_FACTORS|anchor_span_below_min_chars,11,87347,SLB LIMITED/NV,10-Q,RISK_FACTORS,anchor_span_below_min_chars,0001564590-17-014007,2017-07-26,,2,2,2,1,3,0,0,0,3,0,11583,11,"1,1A,2,3,4,5,6",1,1,anchor_span_below_min_chars,2,5.5
97476|10-K|MDA|no_toc_and_no_heading_match,2,97476,TEXAS INSTRUMENTS INC,10-K,MDA,no_toc_and_no_heading_match,0001564590-18-002832,2018-02-22,,0,0,0,0,2,0,0,0,1,0,32453,0,,0,0,D16_kw_present_no_heading_line,1,2.0
97476|10-Q|MDA|no_toc_and_no_heading_match,1,97476,TEXAS INSTRUMENTS INC,10-Q,MDA,no_toc_and_no_heading_match,0001564590-19-014051,2019-04-30,,0,0,0,0,1,0,0,0,2,0,9243,0,,0,0,D16_kw_present_no_heading_line,1,1.0
106535|10-K|MDA|item_absent_from_toc,1,106535,WEYERHAEUSER CO,10-K,MDA,item_absent_from_toc,0001564590-20-004822,2020-02-14,,1,1,1,6,7,0,0,0,2,0,57921,50,"1,10,11,12,13,14,15,16,1A,1B,2,3,5,6,7,7A,8,9,9A,9B",1,1,D_other_absent,1,1.0
1571949|10-K|RISK_FACTORS|item_absent_from_toc,11,1571949,"Intercontinental Exchange, Inc.",10-K,RISK_FACTORS,item_absent_from_toc,0001571949-25-000003,2025-02-06,,0,0,0,1,10,0,0,0,0,0,96063,40,"1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9",0,0,D11_item_no_not_row_prefix,2,5.5
1571949|10-K|RISK_FACTORS|item_absent_from_toc,11,1571949,"Intercontinental Exchange, Inc.",10-K,RISK_FACTORS,item_absent_from_toc,0001571949-26-000004,2026-02-05,,0,0,0,1,10,0,0,0,0,0,95209,40,"1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9",0,0,D11_item_no_not_row_prefix,2,5.5
21665|10-Q|MDA|no_toc_and_no_heading_match,34,21665,COLGATE PALMOLIVE CO,10-Q,MDA,no_toc_and_no_heading_match,0001628280-16-014877,2016-04-28,,0,0,0,0,0,0,0,0,1,0,19955,0,,0,0,D_other_notoc,2,17.0
1652044|10-K|RISK_FACTORS|item_absent_from_toc,1,1652044,Alphabet Inc.,10-K,RISK_FACTORS,item_absent_from_toc,0001652044-18-000007,2018-02-06,,2,2,3,2,5,0,0,0,4,0,51161,42,"1,10,11,12,13,14,15,16,1A,1B,2,3,4,5,6,7,7A,8,9,9A,9B",1,1,D_other_absent,1,1.0
6769|10-K|MDA|item_absent_from_toc,7,6769,APACHE CORP,10-K,MDA,item_absent_from_toc,0001673379-17-000004,2017-02-24,,1,5,5,2,7,3,0,0,9,0,70288,62,"1,10,11,12,13,14,15,16,1A,1B,2,3,4,5,6,7,7A,8,9,9A,9B",1,1,D_other_absent,2,3.5
6769|10-K|RISK_FACTORS|item_absent_from_toc,4,6769,APACHE CORP,10-K,RISK_FACTORS,item_absent_from_toc,0001673379-18-000008,2018-02-23,,1,3,3,2,5,3,1,0,4,0,64153,62,"1,10,11,12,13,14,15,16,1A,1B,2,3,4,5,6,7,7A,8,9,9A,9B",1,1,D10_combined_item_toc_row,2,2.0
1682852|10-Q|MDA|item_absent_from_toc,1,1682852,"Moderna, Inc.",10-Q,MDA,item_absent_from_toc,0001682852-19-000023,2019-05-09,,2,2,2,1,5,0,0,0,4,0,35128,19,"1,1A,2,3,4,6",1,1,D_other_absent,1,1.0
6769|10-K|RISK_FACTORS|item_absent_from_toc,4,6769,APACHE CORP,10-K,RISK_FACTORS,item_absent_from_toc,0001733037-19-000004,2019-03-01,,1,3,3,2,5,4,1,0,4,0,66750,62,"1,10,11,12,13,14,15,16,1A,1B,2,3,4,5,6,7,7A,8,9,9A,9B",1,1,D10_combined_item_toc_row,2,2.0
6769|10-K|MDA|item_absent_from_toc,7,6769,APACHE CORP,10-K,MDA,item_absent_from_toc,0001733037-20-000004,2020-02-28,,1,6,6,2,9,3,0,0,10,0,72733,62,"1,10,11,12,13,14,15,16,1A,1B,2,3,4,5,6,7,7A,8,9,9A,9B",1,1,D_other_absent,2,3.5
6769|10-Q|MDA|item_absent_from_toc,12,6769,APACHE CORP,10-Q,MDA,item_absent_from_toc,0001784031-22-000029,2022-11-03,,0,0,0,0,0,1,0,0,1,0,24903,16,"1,1A,2,3,4,6",1,0,D14_toc_row_kw_mismatch,2,6.0
6769|10-Q|MDA|item_absent_from_toc,12,6769,APACHE CORP,10-Q,MDA,item_absent_from_toc,0001784031-24-000009,2024-05-02,,0,0,0,0,0,1,0,0,1,0,15783,16,"1,1A,2,3,4,6",1,0,D14_toc_row_kw_mismatch,2,6.0
